record_no,narrative,case_categorization,severity,impact_type,work_process,causal_density,causal_matches,token_count,stratum
705036,"Switching to the chain of 5 electric closets following initial shock by naze, an operator near the fall zone of the closets._x000D_ _x000D_ An electrical cabinet has been struck by a MEWP. The impact led the cabinet to tilt over, causing 4 other cabinets to fall. A worker was in the line of fire.",Work environment - Fall to lower level / fall to water / loose materials (e.g. silos with granulate),Injury - 4. Single Fatality / Serious Lost Time Injury / Permanent Disability,Injury,Construction - Installation,0.037037037037037035,2.0,54.0,falls_slips
510369,"Stores received 18 in number (78.6 KG each) CO2 cylinders (03 pallets with 06 cylinder each) of GTG CO2 flooding system (Firefighting) by closed type mini truck (Taurus). Upon opening the truck door it was noticed the pallets have damages and the pallet loaded on top had moved to the back causing the cylinders to tilt._x000D_ As was not possible to unload the damaged Top pallets with Forklift; F-15 crane was used._x000D_ _x000D_ While unloading from the truck the damaged pallet broke causing one CO2 cylinder slip from the pallet and fall down from about 01 mtrs height._x000D_ _x000D_ Activating its safety valve, causing the CO2 to release._x000D_ _x000D_ The safety cap of the cylinder was intact and no damage was caused to the valve/ cylinder._x000D_ _x000D_ No injury/ property damage caused, except for the CO2 discharge.",Work environment - Fall to lower level / fall to water / loose materials (e.g. silos with granulate),Environment - 1. Minimal Impact,Environment,Site Material Handling And Storage,0.0364963503649635,5.0,137.0,falls_slips
568934,Employee 10016839 was walking from front office area into the shop next to Mazak 703 when footing was lost due to smooth surface on the concrete. Employee fell to floor landing on backside. Employee was not injured and declined medical attention that was offered by members of the safety committee. No work lost due to incident.,"Work environment - Falls, slips and trips on same level (without potential to fall to lower level)",Injury - 1. First Aid Care,Injury,Other Manufacturing Activities,0.03571428571428571,2.0,56.0,falls_slips
713321,Employee was walking on the sidewalk in between S01 office and P01 (parking garage) and became distracted causing the employee to lose their footing and fall to their knees.  The fall caused a contusion just below the employees knee. The employee was seen by the on-site clinic and was released back to work with no restrictions.,"Work environment - Falls, slips and trips on same level (without potential to fall to lower level)",Injury - 1. First Aid Care,Injury,Customer Service,0.03571428571428571,2.0,56.0,falls_slips
725345,I.P was walking on the back deck near TR rail on starboard side his left foot slipped on a wet part of the deck causing his weight to roll on top of his ankle resulting in mild pain & swelling._x000D_ On discussion with the IP he stated that there had been water on the deck which may have contributed to the strength of support offered by the boots after absorbing the water. The absorbed water may have lessened the ability for the boot to provide support,"Work environment - Falls, slips and trips on same level (without potential to fall to lower level)",Injury - 1. First Aid Care,Injury,Flexible Pipe Installation,0.03488372093023256,3.0,86.0,falls_slips
603365,A workshop technician has reported a near miss incident cause of dropped object due to strong wind and heavy rain. A zinc roof weighing 4kg with dimension (1.5ft x 11.5ft) was inadvertently dropped from roof top and fell over approximately 9 metres (30 feet) to the ground outside the Low Bay area. There was no personnel injury reported.,Work environment - Fall to lower level / fall to water / loose materials (e.g. silos with granulate),Financial Impact - 2. Minor impact on entity/asset figures,Financial Impact,Yards,0.034482758620689655,2.0,58.0,falls_slips
516341,"During the movement of the welding machine (POLITRON “S” 10kW – AC) with the use of the pallet, the welding machine wheel came to trave into a desnive on the floor, coming to fall over the pallet holes, causing thus defects to the equipment._x000D_ OBS: The operator that the machine was being transported in this way for some time.","Work environment - Falls, slips and trips on same level (without potential to fall to lower level)",Injury - 2. Medical Treatment Injury / Restricted Work Case / Loss of Consciousness,Injury,Other Manufacturing Activities,0.03389830508474576,2.0,59.0,falls_slips
573978,"While our Piling team working on the Test Pile at location Prime G Green Belt North side. The works have been carried out under proper coverage of safety and execution. As per our barricading panels been placed on the North & East side of the operating rig._x000D_  _x000D_ Our Barricading panel placed on the North & East, due to slightly heavy wind barricading fallen east side  had fallen on the nearby Fire monitor. Even though the panel slide gradually, that monitor couldn’t able to withstand and broken on the upstream of isolation valve, causing leakage of Fire water._x000D_ _x000D_ Further we observed that the broken monitor was not in the healthy state and it was totally corroded, which leads to failure. We doubt the same case may exist in other systems too. This is for your kind information and action please._x000D_ No injury/ property damage caused due to the incident.",Work environment - Fall to lower level / fall to water / loose materials (e.g. silos with granulate),Injury - 1. First Aid Care,Injury,Construction,0.03333333333333333,5.0,150.0,falls_slips
16926,"When transferring leaf crowns from the SP13 machine to the SP4 machine, the GCA carist fell to the ground, 3 palettes containing in all 14 leaf crowns. Cause: human behavior.","Falls, slips and trips on same level (without potential to fall to lower level)",1 - Negligible,Damage - Financial impact,,0.03333333333333333,1.0,30.0,falls_slips
22105,Whilst walking around an XT in the test booth the IP hit his leg off an anode on the lower tree frame.The impact resulted in a cut to the leg.,"Falls, slips and trips on same level (without potential to fall to lower level)",1 - Negligible,Injury/Illness,,0.03333333333333333,1.0,30.0,falls_slips
622854,"The carist delivered 2 octabins gerbed on the G150. A few meters from the deposito area, the lower octabine broke up causing the basulation & fall of the upper octabine.",Work environment - Fall to lower level / fall to water / loose materials (e.g. silos with granulate),Injury - 1. First Aid Care,Injury,Storage,0.03333333333333333,1.0,30.0,falls_slips
552127,"During moving the manual of a empty collector of fluorescent lamps by a collaborator, the same scrolled from his m'os coming to fall on his left foot causing light leso.","Work environment - Falls, slips and trips on same level (without potential to fall to lower level)",Injury - 2. Medical Treatment Injury / Restricted Work Case / Loss of Consciousness,Injury,Support Service,0.03333333333333333,1.0,30.0,falls_slips
700815,While walking around the Manifold to change chokes my foot was caught on a section of loosely installed TPR causing me to trip.  I fell to the ground but was uninjured,"Work environment - Falls, slips and trips on same level (without potential to fall to lower level)",Injury - 2. Medical Treatment Injury / Restricted Work Case / Loss of Consciousness,Injury,Support Service,0.03225806451612903,1.0,31.0,falls_slips
648047,"Co-workers, on the way to work Ed. New Town, came to fall at the same level causing fraction on his foot. We are waiting for greater information to update the case.","Work environment - Falls, slips and trips on same level (without potential to fall to lower level)",Injury - 3. Lost Time Injury,Injury,HSE,0.03225806451612903,1.0,31.0,falls_slips
641014,"At the arrival on the parking lot a thick mouse plate is located at the entrance of the parking lot, throwing the front wheel and causing the fall of the motorcycle.","Work environment - Falls, slips and trips on same level (without potential to fall to lower level)",Injury - 1. First Aid Care,Injury,Site / Traffic routes,0.03225806451612903,1.0,31.0,falls_slips
710975,"During cable management at ground level, one helper stumble on uneven surface and fall on ground the foot was placed on the pedestal to elevate the cable and the leg slept, causing it to fall down and scratch its right leg. Due to which he was sent to First-Aid centre and gave minor treatment there and he went back to his work.","Work environment - Falls, slips and trips on same level (without potential to fall to lower level)",Injury - 2. Medical Treatment Injury / Restricted Work Case / Loss of Consciousness,Injury,Site Electrical,0.03225806451612903,2.0,62.0,falls_slips
7934,"As a result of rushing, a warehouse employee fell approximately 18-24 inch while stepping off a Crown Wave vertical lift due to the lift not being secured in it lowest possible position","Falls, slips and trips on same level (without potential to fall to lower level)",3 - Significant,Injury/Illness,,0.03125,1.0,32.0,falls_slips
502506,"Approx. 15.40Hrs 6 exterior Blast relief wall panels were blown out of their  fixed position  on the exterior wall of the module by the strong wind, some of the panels hit the adjacent Scaffolding on their decent causing damage to some Scaffold members.  The Scaffold had minor deformation in some areas but was not in any danger of collapse. _x000D_ No Injuries were reported",Work environment - Fall to lower level / fall to water / loose materials (e.g. silos with granulate),"Damage - 5. More than 5,000,000 Euros",Damage,Construction - Installation,0.03125,2.0,64.0,falls_slips
595979,"IP was transporting equipment on a rolling cart. When entering the shop doorway to traverse over threshold the part tip over impacting his finger, breaking the skin causing a cut on the finger.",Work environment - Fall to lower level / fall to water / loose materials (e.g. silos with granulate),Injury - 2. Medical Treatment Injury / Restricted Work Case / Loss of Consciousness,Injury,Manufacturing,0.030303030303030304,1.0,33.0,falls_slips
27120,"Timing between 3-4 pm, an intern went to changing room. She slipped and fell on floor due to rainwater. Bump her right shoulder, and right hips. No serious injury/ swelling sustain by IP.","Falls, slips and trips on same level (without potential to fall to lower level)",1 - Negligible,Injury/Illness,,0.030303030303030304,1.0,33.0,falls_slips
728999,A worker broke her nail of the finger thumb of the left hand; this happened because her finger was slipped while she pushed to maintain pressure in the flow of water in washbasin.,"Work environment - Falls, slips and trips on same level (without potential to fall to lower level)",Injury - 1. First Aid Care,Injury,Engineering,0.030303030303030304,1.0,33.0,falls_slips
522905,"On 17th January 2017 around 2.30pm, One of the employees working in 4th Floor, While sitting on the chair all of sudden fell down due to chair bottom support got broken. No injury took place.","Work environment - Falls, slips and trips on same level (without potential to fall to lower level)",Injury - 1. First Aid Care,Injury,Engineering,0.02857142857142857,1.0,35.0,falls_slips
16530,"During backloading of TFMC air compressor from AQP jetty to TFMC service base, the control lines of their forklift ruptured which led to lose of control and free drop of forks. This resulted in the air compressor falling to the ground",Stored energy (dropped objects),1 - Negligible,Damage - Financial impact,Vessel / Yards-Load-Out,0.07317073170731707,3.0,41.0,dropped_objects
30188,"During machining operation on the adopter “weldment” equipment. The diameter 0.565 drilling process was ongoing, while the drill depth was Z -1.5 inches. A hydro-grip adapter was used to hold the drill tool, but during the drilling process, the grip failed due to an adapter problem because of hydraulic system failure to feed the adopter with pressure which caused the drill tool broken. The drill tool was broken on speed 0.0015 fr and then due to the drill tool being moved from its original position and flying, hit the inside door glass caused damage to the window glass.",Uncontrolled moving objects/ parts (struck by other than machine parts and dropped objects),2 - Minor,Damage - Financial impact,Manufacturing-Machine Shop,0.07142857142857142,7.0,98.0,dropped_objects
505259,"While tightening of the bolt with help of spanner and hammer, the hammer slipped from hand and fell down on ground._x000D_ No injury/ property damage caused due to the incident.",Mechanical - Stored energy (dropped objects),Injury - 2. Medical Treatment Injury / Restricted Work Case / Loss of Consciousness,Injury,Site Mechanical And Piping,0.06666666666666667,2.0,30.0,dropped_objects
509375,"During the operation of the G-153 emission turner, the turner exceeded the turner on the trail and the bobin that was on the turner collapsed in the galp's wire causing the turner.",Mechanical - Uncontrolled moving objects/ parts (struck by other than machine parts and dropped objects),"Damage - 2. More than 100,000 Euros less than 500,000 Euros",Damage,Sheathing / Drying,0.0625,2.0,32.0,dropped_objects
531917,"Steel pipe fell of the mafi because the ground is not even and because the dockers did not put wedges undemeath the steel pipe._x000D_ No injured persons, no damage on the pipe.",Mechanical - Uncontrolled moving objects/ parts (struck by other than machine parts and dropped objects),"Damage - 1. Less than 100,000 Euros",Damage,Yards,0.0625,2.0,32.0,dropped_objects
11875,"Forklift operator went to lift a 1m x 1m pallet in the yard, after elevating the pallet and reversing the forklift the pallet has collapsed causing components to fall to the ground.",Stored energy (dropped objects),2 - Minor,Damage - Financial impact,Construction - Installation-Site Material Handling And Storage,0.0625,2.0,32.0,dropped_objects
509292,"During lifting of an AG5 grinding machine (2.1 Kg) from the elevated scaffold platform with the help of 15mm rope (PP Type), machine got slipped and fell over the ground from a height of approx. 1.5 Mtr due to improper tying-off the grinding machine. _x000D_ _x000D_ The area underneath was soft barricaded and the Rigger was available nearby to control the unauthorized personnel entry. _x000D_ No injury/ property damage caused due to the incident.",Mechanical - Stored energy (dropped objects),Injury - 2. Medical Treatment Injury / Restricted Work Case / Loss of Consciousness,Injury,Site Material Handling And Storage,0.05405405405405406,4.0,74.0,dropped_objects
570478,"GeoSkid 210131 pressure test failure. FMC Tech was three minutes into a twenty minute hydrostatic pressure test @ 10K CWP on GeoSkid 210131 when component separation occurred. GeoSkid was confined in an enclosed Test Cell, no personnel injury occurred. Root Cause appears to be worn Line Pipe threads. Please see pictures below, along with test chart.","Mechanical - Stored energy (pressure, tension)",Reputation - 1. Negligible - No impact,Reputation,Testing,0.05357142857142857,3.0,56.0,dropped_objects
504664,"While a crew remove the moisture on the panel, Panel encloser gland metal sheet (Size 620mmX2mmX100mm) fall from height (2.5 meter) through gap between GIS panel and cable cellar._x000D_ No injury/ property damage caused due to the incident.",Mechanical - Stored energy (dropped objects),Injury - 1. First Aid Care,Injury,Site Electrical,0.05263157894736842,2.0,38.0,dropped_objects
15093,"During handling of food containers in the quay side, shipyard crane had a failure resulting in an uncontrolled descent of the load which hit the corner of another parked container, thus tipping the food container on its side.",Uncontrolled moving objects/ parts (struck by other than machine parts and dropped objects),2 - Minor,Damage - Financial impact,Construction - Installation-Offshore Installation,0.05263157894736842,2.0,38.0,dropped_objects
672972,A third Party winch truck operator was attempting to load a sand can onto the truck. He connected his yoke to the skid properly but when he pulled forward to straighten his cable he failed to put his winch line in neutral causing the cable to pull on the skid which caused the sand can to fall over.,Mechanical - Stored energy (dropped objects),Financial Impact - 3. Significant impact on entity/asset figures. Likely impact on (R)BU/GBU figures,Financial Impact,Support Service,0.05172413793103448,3.0,58.0,dropped_objects
577032,"During transportation of two (2) Toe Preps, the 3rd Party Contract Driver had a near collision with another vehicle, resulting in the driver hard braking and swearing.  This action caused the load to shift damaging the equipment and trailer.",Mechanical - Uncontrolled moving objects/ parts (struck by other than machine parts and dropped objects),Injury - 5. Multiple Fatalities,Injury,Yards,0.05128205128205128,2.0,39.0,dropped_objects
19594,"While positioning an SFL Reel and Shipping Skid adjacent to an RDS, in preparation for loading the Reel into the RDS, the vessel rolled causing the load to swing into a wear pad mounted to one of the RDS guide plates. The contact between the RDS guide plate wear pad and the SFL Reel sheared the brass bolts that attached the pad to the structure and ejected the wear pad. The wear pad made light contact with a technician’s right upper thigh. who was standing approximately 12 ft away. No injuries were sustained, and first aid not required.",Uncontrolled moving objects/ parts (struck by other than machine parts and dropped objects),2 - Minor,Damage - Financial impact,Vessel / Yards-Marine Operations,0.05102040816326531,5.0,98.0,dropped_objects
8914,Cactus wellhead verified zero pressure before removing night cap from casing head. Backside pressure or improper landing caused pack off to release and fell out of casing head onto casing valves when cap was removed. Trapped pressure was released around night cap when they picked it up causing pressure release at wellhead employees stomach area. No one was hurt.,"Stored energy (pressure, tension)",1 - Negligible,Damage - Financial impact,Support Service-Wellhead preventive and corrective maintenance program at field,0.05084745762711865,3.0,59.0,dropped_objects
668846,"Pressure testing was being conducted on a 9-5/8” TIW offline cement tool. During the hold time of the test, the part experience a catastrophic failure. A section of 9-5/8” L80 casing burst at 10,000 psi. The result of the ruptured part caused a section of blast shield to slide approximately three foot across the ground. No employees were injured.","Mechanical - Stored energy (pressure, tension)",Injury - 3. Lost Time Injury,Injury,Workshop Activities,0.05084745762711865,3.0,59.0,dropped_objects
24704,"Team was attempting to remove Connector Reaction ring from the Outer Cylinder using a winch with a Dillon scale attached. The winch rope wrapped around the Outer Cylinder of the connector with the Reaction Ring stabilized in drain slots  with studs . While attempting to unthread the connector, the winch rope failed at approx.  8,000 ft. lbs. When the rope failed, it caused the Dillon scale to fall to the concrete. This fall caused damaged to the Dillon scale.","Stored energy (pressure, tension)",2 - Minor,Injury/Illness,Vessel / Yards-Workshop Activities,0.05063291139240506,4.0,79.0,dropped_objects
24332,"Deep Orient at Sea in transit from AUS to Singapore.          During maintenance activities on the VLS tower – task VLS Tensioner Chains removal, rigging failed causing approx.13m length chain section to drop through the VLS tower onto the VLS table.",Uncontrolled moving objects/ parts (struck by other than machine parts and dropped objects),4 - Substantial,Injury/Illness,,0.05,2.0,40.0,dropped_objects
695298,"At around 5:30 p.m. on 19/10/2020, during the cable delivery maneuver to the COXON TIDE rebooter, there was the collapse between the ships causing damage to the false edge of the LH PLáCIDO and without any damage report by the COXON TIDE.",Mechanical - Uncontrolled moving objects/ parts (struck by other than machine parts and dropped objects),Financial Impact - 2. Minor impact on entity/asset figures,Financial Impact,Marine Operations,0.047619047619047616,2.0,42.0,dropped_objects
684504,"While attempting to move a flow test metal skid with forklift, the moving skid caught a recycle container staged next to the build and causing the container to move and strike the building.  The incident caused a hole in the buildings exterior.",Mechanical - Uncontrolled moving objects/ parts (struck by other than machine parts and dropped objects),Financial Impact - 2. Minor impact on entity/asset figures,Financial Impact,Vessel / Yards,0.047619047619047616,2.0,42.0,dropped_objects
19485,"During the lowering of the main block to the deck, the main crane’s right tugger wire failed (being used as a block holdback). What appears to be the failure of the wire is the crane operator switched from constant tensioning to manual tensioning. The operator then moved the main block resulting in overloading of the wire. The secondary tugger wire held the block in place. The main block was approximately 40 feet in the air during the failure. No personnel were in the area when this event occurred",Uncontrolled moving objects/ parts (struck by other than machine parts and dropped objects),2 - Minor,Damage - Financial impact,Construction - Installation-Offshore Installation,0.045454545454545456,4.0,88.0,dropped_objects
22987,"The forklift operator delivered a pallet of 3"" TSI 20 roughouts to a work cell location. The operator adjusted his fork position and started to lift the pallet of material to a cart. Upon doing so, the pallet started to collapse on the end, thus causing the parts to tip over and roll to the floor. The weight of the pallet was overloaded on the end and not centered. The pallet started collapsing approximately 4"" to 5"" off the ground. No one was in the line of fire.",Uncontrolled moving objects/ parts (struck by other than machine parts and dropped objects),2 - Minor,Injury/Illness,Vessel / Yards-Workshop Activities,0.045454545454545456,4.0,88.0,dropped_objects
690134,"Work was conducted on the MSLS frame in M?l?y, when a loud bang was heard in the container wall next to the MSLS. The cause of the bang looks to be a piece of a washer that has suddenly failed and being projected towards the container wall and landed a few meters away from one of the riggers._x000D_ _x000D_ No personnel were injured._x000D_ _x000D_ Area was secured and barriered off, awaiting further assessment and instructions from office._x000D_ _x000D_ 05.09.20: 2nd washer failed on the MSLS in M?l?y. The location is on the same clamp and adjacent to the first one that failed._x000D_ 05.09.2020: Survey of frame left on seabed identified 3 missing washers_x000D_ 09.09.20: 3rd washer failed on another clamp in M?l?y_x000D_ 11.09.20: 4th washer failed in M?l?y - wooden protection plate broken","Mechanical - Stored energy (pressure, tension)",Financial Impact - 1. No impact on entity/asset figures,Financial Impact,Load-Out,0.045112781954887216,6.0,133.0,dropped_objects
737482,While recovering ROV UHD84/FlyWOCS vessel heave contributed to_x000D_ uncontrolled landing of ROV with FlyWOCS skid attached._x000D_ It was determined the cause was an unforeseen change in sea state causing the lifted ROV to swing in an uncontrolled manner until the operator landed the equipment on deck. No personnel were present on the ROV landing platform during the event_x000D_ due to adherence to barriers and normal safety protocols.,Mechanical - Uncontrolled moving objects/ parts (struck by other than machine parts and dropped objects),Environment - 2. Limited Impact,Environment,ROV Operations,0.04477611940298507,3.0,67.0,dropped_objects
13748,Hall G  LIFT  The incident occurred during lifting the Workshop tool stand for TH & ITC using one Ton soft sling. The employee forgot to remove the nut from the screw anchor which secures the stand to the concrete floor causing the sling tensile to break due to overload.  The fault was spotted by the noise of breaking tensile and the lifting operation was terminated. There were no injuries,Uncontrolled moving objects/ parts (struck by other than machine parts and dropped objects),3 - Significant,Injury/Illness,Manufacturing-Transport / Handling / Packing,0.043478260869565216,3.0,69.0,dropped_objects
684649,"operator was unloading a pallet from a HGV Lorry in liberty yard. the operator lifted Pallet and began to reverse, however, due to the ground being uneven the pallet slid from one side of the forks, to the other, causing this to fall to the ground.",Mechanical - Uncontrolled moving objects/ parts (struck by other than machine parts and dropped objects),Financial Impact - 2. Minor impact on entity/asset figures,Financial Impact,Warehouse,0.043478260869565216,2.0,46.0,dropped_objects
550637,"While trying to lift the equipment by tandem lift at the ground floor to load it on the truck, one of the achor point failed and one side of the equipment fell on the ground (about one meter fall). Area was barricaded due to lifting activities.",Mechanical - Stored energy (dropped objects),Injury - 3. Lost Time Injury,Injury,Construction,0.043478260869565216,2.0,46.0,dropped_objects
519377,"One of the mooring rope deployed by Red Zed 1 (Stern Line) sheared off during Stern Alongside navigating. _x000D_ While maneuvering the Vessel to load out position a Starboard Stern Mooring Line was caught between stored line in the Storage Drum causing high tension development. This was partially caused by a Local Tug Boat repositioning allowing the vessel to Drive towards the Portside. The movement caused high tension causing the Mooring line to break off. _x000D_ When this happened, no one was close to the bollard area nor the winch house of the vessel.","Mechanical - Stored energy (pressure, tension)",Injury - 2. Medical Treatment Injury / Restricted Work Case / Loss of Consciousness,Injury,Yard - Spool Base Fabrication,0.0425531914893617,4.0,94.0,dropped_objects
15383,"During removal of hydraulic actuator from Xmas tree technician did not use guide sleeve stopper, or vented the hydraulic chamber causing pressure build up behind the guide sleeve resulting in the guide sleeve to pop out. No personnel in area or line of fire when incident happened.","Stored energy (pressure, tension)",2 - Minor,Injury/Illness,Vessel / Yards-Workshop Activities,0.0425531914893617,2.0,47.0,dropped_objects
527796,A pipe support (Cleat) – 300X100X10mm; approx. 04 Kg) dropped from 08 mtrs height while performing fit up activity._x000D_ _x000D_ Safety net was partially open in area for spool erection._x000D_ Area underneath/ drop zone was clear and barricaded. _x000D_ _x000D_ No injury caused due to the incident.,Mechanical - Stored energy (dropped objects),Injury - 3. Lost Time Injury,Injury,Site Mechanical And Piping,0.0425531914893617,2.0,47.0,dropped_objects
726815,"Environmental Conditions:_x000D_ The incident occurred at 10:50 on 26/08/2021. The vessel was at geographic location: 051°11’475”N 008°19’594”E; wind was ENE / 8kts; sea was assessed as 0.7m Hs,1.3m Hmax, Direction SW, visibility was good._x000D_ _x000D_ Task / Actions Leading up to the Incident:_x000D_ Location: Kinsale Seven Heads Well C. Depth: 100m._x000D_ During operation, 5F manipulator started leaking. Pressure was immediately turned off and ROV recovered to deck to fix leak. There was no pre-warning to this, no seepage in advance or alarms. This resulted in discharges to sea, approximately 2 liters with the Tellus M22. MSDS sheet attached_x000D_ _x000D_ Incident / Initial Findings:_x000D_ 5F “grabber function” was released and leak immediately stopped when we did this. Rov was recovered to the deck to top up with oil and fix 5F. TOFS was not done because this was equipment failure and not operator failure. The failure was internal, so nothing could have been done from our side to avoid this. We have prior to this done buddy checks on all hydraulic connections and none found. Cause of this failure was blown o-ring internal and a direct cause of nature of the job. Wear and tear._x000D_ _x000D_ Immediate Actions taken:_x000D_ All stop. Recovered ROV to surface. Investigated and rectified the leak. Topped up the system. Produced report.","Mechanical - Stored energy (pressure, tension)",Environment - 1. Minimal Impact,Environment,ROV Operations,0.04186046511627907,9.0,215.0,dropped_objects
714517,Employee ended his shift and was traveling back to the hotel on highway when 2 deer jumped out from the ditch and caused the accident.  Accident only caused vehicle damage.,Work environment - Motor Vehicle Road Accident,Financial Impact - 2. Minor impact on entity/asset figures,Financial Impact,Diving,0.06666666666666667,2.0,30.0,transportation
709872,"While Maneuvering at site, due to miscalculation of the distance, a pick-up vehicle accidently hit a scaffold barricades which caused a minor damage to the vehicle front bumper._x000D_ No Injuries sustained.",Work environment - Motor Vehicle Worksite Accident,Financial Impact - 2. Minor impact on entity/asset figures,Financial Impact,Construction - Installation,0.06451612903225806,2.0,31.0,transportation
697544,"Employee was backing up into a parking stall (parking lot had a small decline grade, roads were wet, snow covered and icy). In doing so the truck had slid into a poll, causing damage to the passenger side of bumper causing bumper to dent and cause it to shift.",Work environment - Motor Vehicle Road Accident,Financial Impact - 2. Minor impact on entity/asset figures,Financial Impact,Vessel / Yards,0.061224489795918366,3.0,49.0,transportation
709484,"While a Trailer Truck (53709) hit the Main entrance Gate while going outside due to the less clearance caused by another truck going inside. Truck stopped, NSH/TTSJV/BAPCO representative were informed._x000D_ No Injuries sustained._x000D_ Investigation Started.",Work environment - Motor Vehicle Worksite Accident,Financial Impact - 2. Minor impact on entity/asset figures,Financial Impact,Construction - Installation,0.05714285714285714,2.0,35.0,transportation
13779,the nightshift material handler was driving the forklift when he made contact with residue on the ground which caused him to skid into the container side wall. this caused a puncture to the metal side wall.,Motor Vehicle Worksite Accident,2 - Minor,Damage - Financial impact,Vessel / Yards-Yards,0.05555555555555555,2.0,36.0,transportation
684339,18t Flat Bed vehicle contracted to technipFMC Dunfermline was making a return trip to Dunfermline from offiste storage facility when failure of securing strap resulted in strap falling from vehicle and making contact with a 3rd party vehicle travelling in the opposite direction causing minor damage. No persons were injured and contractor insurance company will deal direct with 3rd party involved.,Work environment - Motor Vehicle Road Accident,Injury - 2. Medical Treatment Injury / Restricted Work Case / Loss of Consciousness,Injury,Transport / Handling / Packing,0.04918032786885246,3.0,61.0,transportation
672621,I went to Wayne’s work wear to purchase boots for work when I got on the service road ( divided highway )  I was heading East and a truck passed heading west  and something hit the mirror and caused window damage.,Work environment - Motor Vehicle Road Accident,Financial Impact - 2. Minor impact on entity/asset figures,Financial Impact,Fleet,0.04878048780487805,2.0,41.0,transportation
711462,"On 3rd April 2021 approximately 09:15am due to heavy wind, a welding booth flow off and hit a nearby stationed vehicle causing a damage to the front glass shield and the bonnet / No injuries sustained due to this incident _x000D_ _x000D_ Immediately action:  Booth Secured / Vehicle moved to a safer location / Reported to the TTSJV representative / Investigation commenced.",Work environment - Motor Vehicle Worksite Accident,Financial Impact - 2. Minor impact on entity/asset figures,Financial Impact,Construction - Installation,0.04838709677419355,3.0,62.0,transportation
11674,"Warehouse technician was to place goods in shed #47, on yard. Technician placed the pallet and when reversing out of gate, the mast hit gate, and this resulted in property damage.  Gate hit because forklift driver forgot to lower mast on forklift.",Motor Vehicle Worksite Accident,2 - Minor,Damage - Financial impact,Vessel / Yards-Warehouse,0.047619047619047616,2.0,42.0,transportation
713539,"The vehicle was in the traffic Jam and suddenly the vehicle that was in front started reverse maneuver and bumped Bollore vehicle, the incident resulted in damage on the vehicle hood. No human damage has resulted has resulted from the incident only material damage.",Work environment - Motor Vehicle Road Accident,Financial Impact - 2. Minor impact on entity/asset figures,Financial Impact,HSE,0.045454545454545456,2.0,44.0,transportation
598304,United Vision loaded out a SCM Running tool from S15 Dock B. Load securement was inadequate. The driver made a right turn on the feeder of the Beltway from W. Lake Houston Pkwy. His straps failed and the load dropped off the truck. SIF,Work environment - Motor Vehicle Worksite Accident,Reputation - 2. Minor - Isolated and short term complains from local community - Impact on Client's relationship at contractual level,Reputation,Load-Out,0.045454545454545456,2.0,44.0,transportation
590915,"While Company car stop due to traffic jam in the public road, suddenly a dump truck came from rear left of the car and hit the rear body part of the car and caused the car's body dented and broke the glass. No personnel injury.",Work environment - Motor Vehicle Road Accident,Injury - 3. Lost Time Injury,Injury,Site / Traffic routes,0.044444444444444446,2.0,45.0,transportation
22123,Transportation Company hauling XT miscalculated the height as he went under the overpass. The XT made contact with the overpass causing damage to the XT. Investigation into damage is ongoing. ** NOT A TFMC OWNED CASE. TRACKING DUE TO OUR XT BEING INVOLVED IN THE INCIDENT**,Motor Vehicle Road Accident,2 - Minor,Damage - Financial impact,Manufacturing-Site / Traffic routes,0.043478260869565216,2.0,46.0,transportation
612068,"I was traveling away from site on Deleware Ranch lease road during a rain storm, extremely limited visibility also due to fog when after coming down a hill the road veers hard on a ninety degree turn. I applied brakes and due to the wet mud and clay from the lease road slid straight not being able to make the hard turn causing me to go through a fence.",Work environment - Motor Vehicle Worksite Accident,Injury - 1. First Aid Care,Injury,Construction,0.043478260869565216,3.0,69.0,transportation
15361,"COMPANY VEHICLE LD3830 WAS TRAVELING EAST ON I2- WHEN A RECKLESS DRIVER CAUSED OUR COMPANY VEHICLE AND A SEMI TRUCK TO SWERVE OUT OF THE WAY.  WHILE AVOIDING A COLLISION, OUR VEHICLE GRAZED A CONCRETE BARRIER, CAUSING MINIMAL DAMAGE (SCRATCHES MOSTLY) TO DRIVER SIDE OF VEHICLE.",Motor Vehicle Road Accident,1 - Negligible,Damage - Financial impact,Support Service-HSE,0.043478260869565216,2.0,46.0,transportation
670229,"During a movement of an equipment within a skid, the trail passed through a place where the soil was visiblely unstable due to the rain. With the balance of the road due to the soil desnive, coming asssim the Skid shocked with the galp's rainbow damaging it.",Work environment - Motor Vehicle Worksite Accident,Financial Impact - 2. Minor impact on entity/asset figures,Financial Impact,Site Material Handling And Storage,0.0425531914893617,2.0,47.0,transportation
737452,"When backing up, driver to proceed North out of the campsite the driver failed to do a vehicle walk around and the passenger side door and running board collided with a rock approximately 26"" in height.  This caused damage to the running board, door panel and quarter panel.",Work environment - Motor Vehicle Road Accident,Financial Impact - 1. No impact on entity/asset figures,Financial Impact,Vessel / Yards,0.041666666666666664,2.0,48.0,transportation
