src,rel,dst,src_label,dst_label,row_id
node:9e0a3afd66f4fadf,occurred at,node:07c2fc087cd38657,case,workplace,13762
node:bbfa76cd9ab17a80,Do,node:70ac2a63bc167e13,Top Coral,PLSV1,13762
node:bbfa76cd9ab17a80,Do,node:691941ccdae6c5a4,Top Coral,Atlantico,13762
node:bbfa76cd9ab17a80,Do,node:14deb582cb3f2bf5,Top Coral,Rio de Janeiro,13762
node:ace9b0eac87cb97b,name of is,node:4876a8d72dbba194,project,033318A001,13762
node:5322bd41eb35fa05,is,node:4876a8d72dbba194,name,033318A001,13762
node:99ac13c2bb0f4fc7,is,node:dced6ea9be60cf06,client,TECHNIPFMC PLC.,13762
node:d9d10f1dc86defd4,is,node:68d037e05a11bb4f,case categorization,Equipment condition,13762
node:9e0a3afd66f4fadf,was reported on,node:613566d6d12102c2,case,2023-03-21,13762
node:9e0a3afd66f4fadf,was,node:e2c8705aee880200,case,reported,13762
node:8045bc4ef3beffa2,is,node:4a8e93a758aa940d,status,Open,13762
node:fd062c23cbff59ef,was,node:67f61e3da5145b1a,loss potential severity,3.0,13762
node:f59c096b3321a5ef,be,node:f11aa01a8fad5b50,incident,closed,13762
node:3dc2d5f80ef9d4ee,corresponding to,node:f59c096b3321a5ef,operating center,incident,13762
node:3dc2d5f80ef9d4ee,is,node:e32375a02bc4d9bf,operating center,UK Aberdeen,13762
node:3dc2d5f80ef9d4ee,corresponding to,node:a0966374f0a560d8,operating center,selected incident,13762
node:f59c096b3321a5ef,code of is,node:f7d30d09c01e0f68,incident,TFMC662,13762
node:2809263c1552cd5a,is,node:f7d30d09c01e0f68,location code,TFMC662,13762
node:94894d0480830370,is,node:3a0fe8545bac232e,type,Injury/Illness,11320
node:1a345cef2abea8d3,is,node:30b402df5de31446,severity value,2.0,11320
node:f65bceae9e1f5084,is Probability of,node:3870a30e191483dc,description,event,11320
node:f65bceae9e1f5084,is Probability of,node:f105e53fe5a10f50,description,undesired event,11320
node:f65bceae9e1f5084,is,node:3d73a65ff68270a6,description,Probability,11320
node:b66ca7b81154bd22,is,node:ee7d7df4366777c2,value,1.0,11320
node:8987dddee8db0aa6,is,node:30b402df5de31446,criticality,2.0,11320
node:6ad8136021b8f634,is,node:56ad49b28b1f4b20,risk color,Green,11320
node:b66ca7b81154bd22,is,node:1c9898c2a5f6f9bf,value,0.0,11320
node:688608fa38c6d97c,is,node:56ad49b28b1f4b20,mitigated risk color,Green,11320
node:6ad8136021b8f634,is,node:56ad49b28b1f4b20,risk color,Green,11320
node:ebd9f7059080901b,is,node:150a24f7bf3f4ae1,system,Intelex,11320
node:1dc98cc9a40e5a79,is,node:d68dfe9fce425280,date,2022-09-02 12:03:00.000,11320
node:9e0a3afd66f4fadf,title of is,node:5b8bb9fac1054fe9,case,Criar um suporte para as placas de sinalização,11320
node:f02496fb1c3a429d,is,node:5b8bb9fac1054fe9,title,Criar um suporte para as placas de sinalização,11320
node:9e0a3afd66f4fadf,title of is,node:93a24659ebce0e6c,case,Criar um suporte para alocar as placas de sinalização,11320
node:9e0a3afd66f4fadf,title of is,node:1bd38dcd581320db,case,Criar um suporte para alocar,11320
node:f02496fb1c3a429d,is,node:1bd38dcd581320db,title,Criar um suporte para alocar,11320
node:9e0a3afd66f4fadf,title of is,node:a8689b48cee7870d,case,Criar um suporte para,11320
node:f02496fb1c3a429d,is,node:a8689b48cee7870d,title,Criar um suporte para,11320
node:f02496fb1c3a429d,is,node:93a24659ebce0e6c,title,Criar um suporte para alocar as placas de sinalização,11320
node:c6266c80782ca872,involved in,node:9e0a3afd66f4fadf,General Business Unit,case,11320
node:afc97a12f07d4317,is,node:ccf791b80952cc4e,General Business Unit involved,Subsea,11320
node:efb0833c3b6eb969,is,node:0a8aa232494d650c,specific Business Unit,Projects,11320
node:efb0833c3b6eb969,involved in,node:9e0a3afd66f4fadf,specific Business Unit,case,11320
node:02b2c2d0700811c7,involved in,node:9e0a3afd66f4fadf,Business Unit,case,11320
node:02b2c2d0700811c7,is,node:0a8aa232494d650c,Business Unit,Projects,11320
node:9e0a3afd66f4fadf,occurred at,node:07c2fc087cd38657,case,workplace,11320
node:5322bd41eb35fa05,is,node:3fed62e348f32e66,name,070556C001,11320
node:ace9b0eac87cb97b,name of is,node:3fed62e348f32e66,project,070556C001,11320
node:99ac13c2bb0f4fc7,is,node:9e65ab9ef645443f,client,PETROBRAS,11320
node:d9d10f1dc86defd4,is,node:7fa629320f9b3458,case categorization,Workplace layout,11320
node:9e0a3afd66f4fadf,was,node:e2c8705aee880200,case,reported,11320
node:9e0a3afd66f4fadf,was reported on,node:5ce09b9a0cb47e9b,case,2022-11-11,11320
node:8045bc4ef3beffa2,is,node:4a8e93a758aa940d,status,Open,11320
node:fd062c23cbff59ef,was,node:30b402df5de31446,loss potential severity,2.0,11320
node:f59c096b3321a5ef,be,node:f11aa01a8fad5b50,incident,closed,11320
node:3dc2d5f80ef9d4ee,is,node:87e6f979dbf54aa1,operating center,TPBRASIL,11320
node:3dc2d5f80ef9d4ee,corresponding to,node:f59c096b3321a5ef,operating center,incident,11320
node:3dc2d5f80ef9d4ee,corresponding to,node:a0966374f0a560d8,operating center,selected incident,11320
node:2809263c1552cd5a,is,node:a59e9d67a639f1aa,location code,TFMC649,11320
node:f59c096b3321a5ef,code of is,node:a59e9d67a639f1aa,incident,TFMC649,11320
node:e8d89bc6b8ed127a,recorridos,node:76087484e8229781,Durante,rutinarios,21488
node:94894d0480830370,is,node:3a0fe8545bac232e,type,Injury/Illness,21488
node:1a345cef2abea8d3,is,node:30b402df5de31446,severity value,2.0,21488
node:f65bceae9e1f5084,is,node:f9d5f765546f2696,description,Exposure,21488
node:f65bceae9e1f5084,is Exposure to,node:107af1ad6cd438ad,description,activity,21488
node:f65bceae9e1f5084,is Exposure to,node:3a6b50ed4095dd4c,description,activity by location,21488
node:94894d0480830370,description of is,node:93f0ff3210061310,type,Exposure to activity,21488
node:94894d0480830370,description of is,node:f9d5f765546f2696,type,Exposure,21488
node:94894d0480830370,description of is,node:0ceb2ed48a6b1d28,type,Exposure to activity by location,21488
node:b66ca7b81154bd22,is,node:ee7d7df4366777c2,value,1.0,21488
node:8987dddee8db0aa6,is,node:30b402df5de31446,criticality,2.0,21488
node:6ad8136021b8f634,is,node:56ad49b28b1f4b20,risk color,Green,21488
node:ebd9f7059080901b,is,node:150a24f7bf3f4ae1,system,Intelex,21488
node:1dc98cc9a40e5a79,is,node:3c6921699851d135,date,2024-05-23 16:30:00.000,21488
node:f02496fb1c3a429d,is,node:ca025a58cff4e057,title,SWA,21488
node:afc97a12f07d4317,is,node:50ab6bc779fa9600,General Business Unit involved,Surface,21488
node:c6266c80782ca872,involved in,node:9e0a3afd66f4fadf,General Business Unit,case,21488
node:02b2c2d0700811c7,involved in,node:9e0a3afd66f4fadf,Business Unit,case,21488
node:02b2c2d0700811c7,is,node:3f49d0867da0801b,Business Unit,Surface Americas,21488
node:efb0833c3b6eb969,is,node:3f49d0867da0801b,specific Business Unit,Surface Americas,21488
node:efb0833c3b6eb969,involved in,node:9e0a3afd66f4fadf,specific Business Unit,case,21488
node:9e0a3afd66f4fadf,occurred at,node:07c2fc087cd38657,case,workplace,21488
node:5322bd41eb35fa05,is,node:1d74ee50c3e1d200,name,NA,21488
node:99ac13c2bb0f4fc7,is,node:532241c3412148ff,client,FMC TECHNOLOGIES DE MEXICO SA DE CV,21488
node:9e0a3afd66f4fadf,was,node:e2c8705aee880200,case,reported,21488
node:9e0a3afd66f4fadf,was reported on,node:b9470da567a6c3f1,case,2024-05-27,21488
node:8045bc4ef3beffa2,is,node:4082fc94e32df0e3,status,Completed,21488
node:fd062c23cbff59ef,was,node:30b402df5de31446,loss potential severity,2.0,21488
node:f59c096b3321a5ef,has,node:6a611dc3333cada5,incident,has approved,21488
node:f59c096b3321a5ef,has,node:8b3aa9c18f3ac1e0,incident,when has approved,21488
node:1dc98cc9a40e5a79,is,node:b9470da567a6c3f1,date,2024-05-27,21488
node:f59c096b3321a5ef,was,node:a34062f22795c56d,incident,when reported,21488
node:f59c096b3321a5ef,was,node:e2c8705aee880200,incident,reported,21488
node:f59c096b3321a5ef,be,node:f11aa01a8fad5b50,incident,closed,21488
node:3dc2d5f80ef9d4ee,is,node:a5e8d30551a7cb72,operating center,Non Project Specific,21488
node:3dc2d5f80ef9d4ee,corresponding to,node:f59c096b3321a5ef,operating center,incident,21488
node:3dc2d5f80ef9d4ee,corresponding to,node:a0966374f0a560d8,operating center,selected incident,21488
node:2809263c1552cd5a,is,node:9bc8fe4d762e3dfc,location code,TFMC571,21488
node:f59c096b3321a5ef,code of is,node:9bc8fe4d762e3dfc,incident,TFMC571,21488
node:94894d0480830370,is,node:3a0fe8545bac232e,type,Injury/Illness,8029
node:f65bceae9e1f5084,is,node:4dd842546de55b2c,description,Negligible,8029
node:1a345cef2abea8d3,is,node:ee7d7df4366777c2,severity value,1.0,8029
node:94894d0480830370,description of is,node:1d051ddebb2afa7b,type,Frequency,8029
node:f65bceae9e1f5084,is Frequency of,node:f59c096b3321a5ef,description,incident,8029
node:f65bceae9e1f5084,is,node:1d051ddebb2afa7b,description,Frequency,8029
node:b66ca7b81154bd22,is,node:ee7d7df4366777c2,value,1.0,8029
node:8987dddee8db0aa6,is,node:ee7d7df4366777c2,criticality,1.0,8029
node:6ad8136021b8f634,is,node:56ad49b28b1f4b20,risk color,Green,8029
node:ebd9f7059080901b,is,node:150a24f7bf3f4ae1,system,Intelex,8029
node:1dc98cc9a40e5a79,is,node:af31b2dd1a7b7101,date,2021-09-30 05:00:00.000,8029
node:f02496fb1c3a429d,is,node:8e261a776c805f3b,title,730431,8029
node:afc97a12f07d4317,is,node:b7a3802d43e0d4cc,General Business Unit involved,REMS,8029
node:c6266c80782ca872,involved in,node:9e0a3afd66f4fadf,General Business Unit,case,8029
node:efb0833c3b6eb969,involved in,node:9e0a3afd66f4fadf,specific Business Unit,case,8029
node:efb0833c3b6eb969,is,node:2b04b04221128fac,specific Business Unit,Subsea Processing,8029
node:02b2c2d0700811c7,is,node:2b04b04221128fac,Business Unit,Subsea Processing,8029
node:02b2c2d0700811c7,involved in,node:9e0a3afd66f4fadf,Business Unit,case,8029
node:9e0a3afd66f4fadf,occurred at,node:07c2fc087cd38657,case,workplace,8029
node:5322bd41eb35fa05,is,node:a5e8d30551a7cb72,name,Non Project Specific,8029
node:99ac13c2bb0f4fc7,is,node:dced6ea9be60cf06,client,TECHNIPFMC PLC.,8029
node:d9d10f1dc86defd4,is,node:68d037e05a11bb4f,case categorization,Equipment condition,8029
node:beef3462beb17905,are Line of,node:e750fd61f3fffbc8,life rules,Fire,8029
node:beef3462beb17905,are,node:5da22bd0f1da454f,life rules,Line,8029
node:ccc83dc829b0c87c,are Line of,node:e750fd61f3fffbc8,life saving rules,Fire,8029
node:ccc83dc829b0c87c,are,node:5da22bd0f1da454f,life saving rules,Line,8029
node:9e0a3afd66f4fadf,was reported on,node:d72e9cc8ba0650a6,case,2021-10-01,8029
node:9e0a3afd66f4fadf,was,node:e2c8705aee880200,case,reported,8029
node:8045bc4ef3beffa2,is,node:4082fc94e32df0e3,status,Completed,8029
node:fd062c23cbff59ef,was,node:ee7d7df4366777c2,loss potential severity,1.0,8029
node:f59c096b3321a5ef,was,node:a34062f22795c56d,incident,when reported,8029
node:f59c096b3321a5ef,was,node:e2c8705aee880200,incident,reported,8029
node:f59c096b3321a5ef,be,node:f11aa01a8fad5b50,incident,closed,8029
node:3dc2d5f80ef9d4ee,is,node:a5e8d30551a7cb72,operating center,Non Project Specific,8029
node:3dc2d5f80ef9d4ee,corresponding to,node:f59c096b3321a5ef,operating center,incident,8029
node:3dc2d5f80ef9d4ee,corresponding to,node:a0966374f0a560d8,operating center,selected incident,8029
node:f59c096b3321a5ef,code of is,node:f3d6d6b85df0a4cd,incident,TFMC646,8029
node:2809263c1552cd5a,is,node:f3d6d6b85df0a4cd,location code,TFMC646,8029
node:31293efe993c24ad,type of is,node:1c1b1bd9d2192d38,impact,Damage,23212
node:94894d0480830370,is,node:1c1b1bd9d2192d38,type,Damage,23212
node:f65bceae9e1f5084,is,node:180f9ff29c9bccc1,description,Significant,23212
node:1a345cef2abea8d3,is,node:67f61e3da5145b1a,severity value,3.0,23212
node:f65bceae9e1f5084,is,node:f9d5f765546f2696,description,Exposure,23212
node:f65bceae9e1f5084,is Exposure to,node:107af1ad6cd438ad,description,activity,23212
node:f65bceae9e1f5084,is Exposure to,node:3a6b50ed4095dd4c,description,activity by location,23212
node:94894d0480830370,description of is,node:93f0ff3210061310,type,Exposure to activity,23212
node:94894d0480830370,description of is,node:f9d5f765546f2696,type,Exposure,23212
node:94894d0480830370,description of is,node:0ceb2ed48a6b1d28,type,Exposure to activity by location,23212
node:107af1ad6cd438ad,occurs,node:19f1995a09848a5b,Activity,quarterly,23212
node:b66ca7b81154bd22,is,node:67f61e3da5145b1a,value,3.0,23212
node:8987dddee8db0aa6,is,node:ecbe613e47a50e47,criticality,16.0,23212
node:6ad8136021b8f634,is,node:18769c6ca5c2e6a5,risk color,Yellow,23212
node:ebd9f7059080901b,is,node:150a24f7bf3f4ae1,system,Intelex,23212
node:1dc98cc9a40e5a79,is,node:d7ed624aea39ba8a,date,2024-08-29 22:13:00.000,23212
node:f02496fb1c3a429d,is,node:c9db01610f5b9188,title,subestar,23212
node:9e0a3afd66f4fadf,title of is,node:c9db01610f5b9188,case,subestar,23212
node:9e0a3afd66f4fadf,title of is,node:e1e39958068402e3,case,Señalización subestar,23212
node:f02496fb1c3a429d,is,node:e1e39958068402e3,title,Señalización subestar,23212
node:afc97a12f07d4317,is,node:50ab6bc779fa9600,General Business Unit involved,Surface,23212
node:c6266c80782ca872,involved in,node:9e0a3afd66f4fadf,General Business Unit,case,23212
node:02b2c2d0700811c7,involved in,node:9e0a3afd66f4fadf,Business Unit,case,23212
node:02b2c2d0700811c7,is,node:3f49d0867da0801b,Business Unit,Surface Americas,23212
node:efb0833c3b6eb969,is,node:3f49d0867da0801b,specific Business Unit,Surface Americas,23212
node:efb0833c3b6eb969,involved in,node:9e0a3afd66f4fadf,specific Business Unit,case,23212
node:9e0a3afd66f4fadf,occurred at,node:07c2fc087cd38657,case,workplace,23212
node:ace9b0eac87cb97b,name of is,node:d7eaa32f2ed41d50,project,000164A001,23212
node:5322bd41eb35fa05,is,node:d7eaa32f2ed41d50,name,000164A001,23212
node:99ac13c2bb0f4fc7,is,node:b2cb7d8a3b088acf,client,FMC COLOMBIA,23212
node:beef3462beb17905,are Line of,node:e750fd61f3fffbc8,life rules,Fire,23212
node:beef3462beb17905,are,node:5da22bd0f1da454f,life rules,Line,23212
node:ccc83dc829b0c87c,are Line of,node:e750fd61f3fffbc8,life saving rules,Fire,23212
node:ccc83dc829b0c87c,are,node:5da22bd0f1da454f,life saving rules,Line,23212
node:9e0a3afd66f4fadf,was,node:e2c8705aee880200,case,reported,23212
node:9e0a3afd66f4fadf,was reported on,node:664fc67e1afd348c,case,2024-08-29,23212
node:8045bc4ef3beffa2,is,node:4082fc94e32df0e3,status,Completed,23212
node:fd062c23cbff59ef,was,node:67f61e3da5145b1a,loss potential severity,3.0,23212
node:f59c096b3321a5ef,has,node:6a611dc3333cada5,incident,has approved,23212
node:f59c096b3321a5ef,has,node:8b3aa9c18f3ac1e0,incident,when has approved,23212
node:1dc98cc9a40e5a79,is,node:e679c913e45129cf,date,2024-10-19,23212
node:f59c096b3321a5ef,was,node:a34062f22795c56d,incident,when reported,23212
node:f59c096b3321a5ef,was,node:e2c8705aee880200,incident,reported,23212
node:f59c096b3321a5ef,be,node:f11aa01a8fad5b50,incident,closed,23212
node:3dc2d5f80ef9d4ee,corresponding to,node:f59c096b3321a5ef,operating center,incident,23212
node:3dc2d5f80ef9d4ee,is,node:e32375a02bc4d9bf,operating center,UK Aberdeen,23212
node:3dc2d5f80ef9d4ee,corresponding to,node:a0966374f0a560d8,operating center,selected incident,23212
node:2809263c1552cd5a,is,node:56a5da3e695db977,location code,TFMC672,23212
node:f59c096b3321a5ef,code of is,node:56a5da3e695db977,incident,TFMC672,23212
node:94894d0480830370,is,node:3a0fe8545bac232e,type,Injury/Illness,336
node:f65bceae9e1f5084,is,node:4dd842546de55b2c,description,Negligible,336
node:1a345cef2abea8d3,is,node:ee7d7df4366777c2,severity value,1.0,336
node:f65bceae9e1f5084,is Probability of,node:3870a30e191483dc,description,event,336
node:f65bceae9e1f5084,is Probability of,node:f105e53fe5a10f50,description,undesired event,336
node:f65bceae9e1f5084,is,node:3d73a65ff68270a6,description,Probability,336
node:b66ca7b81154bd22,is,node:ee7d7df4366777c2,value,1.0,336
node:8987dddee8db0aa6,is,node:ee7d7df4366777c2,criticality,1.0,336
node:6ad8136021b8f634,is,node:56ad49b28b1f4b20,risk color,Green,336
node:b66ca7b81154bd22,is,node:1c9898c2a5f6f9bf,value,0.0,336
node:688608fa38c6d97c,is,node:56ad49b28b1f4b20,mitigated risk color,Green,336
node:6ad8136021b8f634,is,node:56ad49b28b1f4b20,risk color,Green,336
node:ebd9f7059080901b,is,node:150a24f7bf3f4ae1,system,Intelex,336
node:af37b94b74201925,is,node:7276b36345dca008,time,2022-01-08 05:00:00.000,336
node:f02496fb1c3a429d,is,node:7411cbda600b1a61,title,Telefone de emergência obstruído ROV control room,336
node:9e0a3afd66f4fadf,title of is,node:7411cbda600b1a61,case,Telefone de emergência obstruído ROV control room,336
node:c6266c80782ca872,involved in,node:9e0a3afd66f4fadf,General Business Unit,case,336
node:afc97a12f07d4317,is,node:ccf791b80952cc4e,General Business Unit involved,Subsea,336
node:efb0833c3b6eb969,is,node:0a8aa232494d650c,specific Business Unit,Projects,336
node:efb0833c3b6eb969,involved in,node:9e0a3afd66f4fadf,specific Business Unit,case,336
node:02b2c2d0700811c7,involved in,node:9e0a3afd66f4fadf,Business Unit,case,336
node:02b2c2d0700811c7,is,node:0a8aa232494d650c,Business Unit,Projects,336
node:9e0a3afd66f4fadf,occurred at,node:07c2fc087cd38657,case,workplace,336
node:ace9b0eac87cb97b,name of is,node:f9b79323e81c6053,project,070556C005,336
node:5322bd41eb35fa05,is,node:f9b79323e81c6053,name,070556C005,336
node:99ac13c2bb0f4fc7,is,node:9e65ab9ef645443f,client,PETROBRAS,336
node:d9d10f1dc86defd4,is,node:7fa629320f9b3458,case categorization,Workplace layout,336
node:9e0a3afd66f4fadf,was reported on,node:a217258cc373cbf0,case,2022-01-08,336
node:9e0a3afd66f4fadf,was,node:e2c8705aee880200,case,reported,336
node:8045bc4ef3beffa2,is,node:4082fc94e32df0e3,status,Completed,336
node:fd062c23cbff59ef,was,node:ee7d7df4366777c2,loss potential severity,1.0,336
node:f59c096b3321a5ef,was,node:a34062f22795c56d,incident,when reported,336
node:f59c096b3321a5ef,was,node:e2c8705aee880200,incident,reported,336
node:f59c096b3321a5ef,be,node:f11aa01a8fad5b50,incident,closed,336
node:3dc2d5f80ef9d4ee,corresponding to,node:f59c096b3321a5ef,operating center,incident,336
node:3dc2d5f80ef9d4ee,is,node:e32375a02bc4d9bf,operating center,UK Aberdeen,336
node:3dc2d5f80ef9d4ee,corresponding to,node:a0966374f0a560d8,operating center,selected incident,336
node:2809263c1552cd5a,is,node:a59e9d67a639f1aa,location code,TFMC649,336
node:f59c096b3321a5ef,code of is,node:a59e9d67a639f1aa,incident,TFMC649,336
node:b2d570ebead6f98f,SOBRE,node:9634b15291e1c716,SE HACE EL LLAMADO AL PERSONAL ENCARGADA DEL AREA,Y SIN MANÓMETROS EL POZO PUEDE SER PELIGROSO YA QUE NO SABEMOS QUE PRESIÓN TIENE EL POZO EN CADA SECCION CUANDO NECESITEN INTERVENIR EL POZO,29385
node:94894d0480830370,is,node:3a0fe8545bac232e,type,Injury/Illness,29385
node:f65bceae9e1f5084,is,node:180f9ff29c9bccc1,description,Significant,29385
node:1a345cef2abea8d3,is,node:67f61e3da5145b1a,severity value,3.0,29385
node:f65bceae9e1f5084,is,node:f9d5f765546f2696,description,Exposure,29385
node:f65bceae9e1f5084,is Exposure to,node:107af1ad6cd438ad,description,activity,29385
node:f65bceae9e1f5084,is Exposure to,node:3a6b50ed4095dd4c,description,activity by location,29385
node:94894d0480830370,description of is,node:93f0ff3210061310,type,Exposure to activity,29385
node:94894d0480830370,description of is,node:f9d5f765546f2696,type,Exposure,29385
node:94894d0480830370,description of is,node:0ceb2ed48a6b1d28,type,Exposure to activity by location,29385
node:107af1ad6cd438ad,occurs,node:19f1995a09848a5b,Activity,quarterly,29385
node:b66ca7b81154bd22,is,node:67f61e3da5145b1a,value,3.0,29385
node:8987dddee8db0aa6,is,node:ecbe613e47a50e47,criticality,16.0,29385
node:6ad8136021b8f634,is,node:18769c6ca5c2e6a5,risk color,Yellow,29385
node:ebd9f7059080901b,is,node:150a24f7bf3f4ae1,system,Intelex,29385
node:1dc98cc9a40e5a79,is,node:4ae9a96bc79c7cbe,date,2024-10-15 13:30:00.000,29385
node:f02496fb1c3a429d,is,node:9cb0235dfb531b2c,title,OBSERVACION,29385
node:afc97a12f07d4317,is,node:50ab6bc779fa9600,General Business Unit involved,Surface,29385
node:c6266c80782ca872,involved in,node:9e0a3afd66f4fadf,General Business Unit,case,29385
node:02b2c2d0700811c7,involved in,node:9e0a3afd66f4fadf,Business Unit,case,29385
node:efb0833c3b6eb969,is,node:3f49d0867da0801b,specific Business Unit,Surface Americas,29385
node:02b2c2d0700811c7,is,node:3f49d0867da0801b,Business Unit,Surface Americas,29385
node:efb0833c3b6eb969,involved in,node:9e0a3afd66f4fadf,specific Business Unit,case,29385
node:9e0a3afd66f4fadf,occurred at,node:07c2fc087cd38657,case,workplace,29385
node:5322bd41eb35fa05,is,node:1d74ee50c3e1d200,name,NA,29385
node:99ac13c2bb0f4fc7,is,node:b2cb7d8a3b088acf,client,FMC COLOMBIA,29385
node:beef3462beb17905,are Line of,node:e750fd61f3fffbc8,life rules,Fire,29385
node:beef3462beb17905,are,node:5da22bd0f1da454f,life rules,Line,29385
node:ccc83dc829b0c87c,are,node:5da22bd0f1da454f,life saving rules,Line,29385
node:ccc83dc829b0c87c,are Line of,node:e750fd61f3fffbc8,life saving rules,Fire,29385
node:9e0a3afd66f4fadf,was reported on,node:46550c3edd3f676d,case,2024-10-15,29385
node:9e0a3afd66f4fadf,was,node:e2c8705aee880200,case,reported,29385
node:8045bc4ef3beffa2,is,node:4082fc94e32df0e3,status,Completed,29385
node:fd062c23cbff59ef,was,node:67f61e3da5145b1a,loss potential severity,3.0,29385
node:f59c096b3321a5ef,has,node:6a611dc3333cada5,incident,has approved,29385
node:1dc98cc9a40e5a79,is,node:ea2a8d9658bb4b83,date,2025-06-27,29385
node:f59c096b3321a5ef,has,node:8b3aa9c18f3ac1e0,incident,when has approved,29385
node:f59c096b3321a5ef,was,node:a34062f22795c56d,incident,when reported,29385
node:f59c096b3321a5ef,was,node:e2c8705aee880200,incident,reported,29385
node:f59c096b3321a5ef,be,node:f11aa01a8fad5b50,incident,closed,29385
node:3dc2d5f80ef9d4ee,is,node:a5e8d30551a7cb72,operating center,Non Project Specific,29385
node:3dc2d5f80ef9d4ee,corresponding to,node:f59c096b3321a5ef,operating center,incident,29385
node:3dc2d5f80ef9d4ee,corresponding to,node:a0966374f0a560d8,operating center,selected incident,29385
node:2809263c1552cd5a,is,node:56a5da3e695db977,location code,TFMC672,29385
node:f59c096b3321a5ef,code of is,node:56a5da3e695db977,incident,TFMC672,29385
node:94894d0480830370,is,node:3a0fe8545bac232e,type,Injury/Illness,10697
node:f65bceae9e1f5084,is,node:4dd842546de55b2c,description,Negligible,10697
node:1a345cef2abea8d3,is,node:ee7d7df4366777c2,severity value,1.0,10697
node:f65bceae9e1f5084,is Probability of,node:3870a30e191483dc,description,event,10697
node:f65bceae9e1f5084,is Probability of,node:f105e53fe5a10f50,description,undesired event,10697
node:f65bceae9e1f5084,is,node:3d73a65ff68270a6,description,Probability,10697
node:b66ca7b81154bd22,is,node:ee7d7df4366777c2,value,1.0,10697
node:8987dddee8db0aa6,is,node:ee7d7df4366777c2,criticality,1.0,10697
node:6ad8136021b8f634,is,node:56ad49b28b1f4b20,risk color,Green,10697
node:ebd9f7059080901b,is,node:150a24f7bf3f4ae1,system,Intelex,10697
node:1dc98cc9a40e5a79,is,node:e712a5c140bc1d82,date,2022-10-08 02:02:00.000,10697
node:9e0a3afd66f4fadf,title of is,node:70801a89d1143582,case,SD _ ARM6,10697
node:f02496fb1c3a429d,is,node:70801a89d1143582,title,SD _ ARM6,10697
node:afc97a12f07d4317,is,node:b7a3802d43e0d4cc,General Business Unit involved,REMS,10697
node:c6266c80782ca872,involved in,node:9e0a3afd66f4fadf,General Business Unit,case,10697
node:efb0833c3b6eb969,involved in,node:9e0a3afd66f4fadf,specific Business Unit,case,10697
node:efb0833c3b6eb969,is,node:2b04b04221128fac,specific Business Unit,Subsea Processing,10697
node:02b2c2d0700811c7,is,node:2b04b04221128fac,Business Unit,Subsea Processing,10697
node:02b2c2d0700811c7,involved in,node:9e0a3afd66f4fadf,Business Unit,case,10697
node:9e0a3afd66f4fadf,occurred at,node:07c2fc087cd38657,case,workplace,10697
node:5322bd41eb35fa05,is,node:a5e8d30551a7cb72,name,Non Project Specific,10697
node:99ac13c2bb0f4fc7,is,node:f4db1b72c351b0c7,client,FLEXI FRANCE,10697
node:9e0a3afd66f4fadf,was reported on,node:03c37cb07e42b994,case,2022-10-08,10697
node:9e0a3afd66f4fadf,was,node:e2c8705aee880200,case,reported,10697
node:8045bc4ef3beffa2,is,node:4082fc94e32df0e3,status,Completed,10697
node:fd062c23cbff59ef,was,node:ee7d7df4366777c2,loss potential severity,1.0,10697
node:f59c096b3321a5ef,was,node:a34062f22795c56d,incident,when reported,10697
node:f59c096b3321a5ef,was,node:e2c8705aee880200,incident,reported,10697
node:f59c096b3321a5ef,be,node:f11aa01a8fad5b50,incident,closed,10697
node:3dc2d5f80ef9d4ee,is,node:a5e8d30551a7cb72,operating center,Non Project Specific,10697
node:3dc2d5f80ef9d4ee,corresponding to,node:f59c096b3321a5ef,operating center,incident,10697
node:3dc2d5f80ef9d4ee,corresponding to,node:a0966374f0a560d8,operating center,selected incident,10697
node:2809263c1552cd5a,is,node:746dde33a31af626,location code,TFMC429,10697
node:f59c096b3321a5ef,code of is,node:746dde33a31af626,incident,TFMC429,10697
node:24e42d0a3b18979b,mesa,node:ae77f316d6cf81bd,operadores,com os guinchos,14863
node:31293efe993c24ad,type of is,node:1c1b1bd9d2192d38,impact,Damage,14863
node:94894d0480830370,is,node:1c1b1bd9d2192d38,type,Damage,14863
node:1a345cef2abea8d3,is,node:30b402df5de31446,severity value,2.0,14863
node:f65bceae9e1f5084,is Probability of,node:3870a30e191483dc,description,event,14863
node:f65bceae9e1f5084,is Probability of,node:f105e53fe5a10f50,description,undesired event,14863
node:f65bceae9e1f5084,is,node:3d73a65ff68270a6,description,Probability,14863
node:9e0a3afd66f4fadf,is,node:89c9e690f63d8de8,case,occur,14863
node:b66ca7b81154bd22,is,node:30b402df5de31446,value,2.0,14863
node:8987dddee8db0aa6,is,node:c5c11887218b0e4c,criticality,4.0,14863
node:6ad8136021b8f634,is,node:56ad49b28b1f4b20,risk color,Green,14863
node:b66ca7b81154bd22,is,node:30b402df5de31446,value,2.0,14863
node:688608fa38c6d97c,is,node:56ad49b28b1f4b20,mitigated risk color,Green,14863
node:6ad8136021b8f634,is,node:56ad49b28b1f4b20,risk color,Green,14863
node:ebd9f7059080901b,is,node:150a24f7bf3f4ae1,system,Intelex,14863
node:1dc98cc9a40e5a79,is,node:76a22dd6e6a350fe,date,2023-04-01 03:00:00.000,14863
node:24e42d0a3b18979b,nas,node:9d77a380cf7eb994,operadores,manobra,14863
