record_no,stratum,narrative,case_categorization,severity,impact_type,work_process,causal_density,causal_matches,token_count,existing_entities
705936,containment_loss,"While lifting air cooler by Sarens LR1280, in unit 18 area 05, due to mechanical failure hydraulic oil hose rupture occurred which caused minor oil spill. The lifting team used drip tray and sand to prevent spread and contamination of soil.",Substances  - Hazardous liquids (exposure to / spill / loss of containment /pollution),Environment - 1. Minimal Impact,Environment,Construction - Installation,0.0975609756097561,4.0,41.0,"[{""entity_type"": ""LOCATION"", ""value"": ""Bahrain"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Middle East"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""THE BAHRAIN PETROLEUM COMPANY BSC"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""ROOT_CAUSE_CATEGORY"", ""value"": ""Hazardous liquids (exposure to / spill / loss of containment /pollution)"", ""relation"": ""CATEGORIZED_AS""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""air cooler"", ""relation"": ""INVOLVED""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""Sarens LR1280"", ""relation"": ""INVOLVED""}, {""entity_type"": ""LOCATION"", ""value"": ""unit 18 area 05"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""Lifting team"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""drip tray"", ""relation"": ""INVOLVED""}]"
740483,containment_loss,During Subsea operations a seal failed on the Pipe Lifting Tool owned by Connector Subsea Solutions (CSS). Approximately 1.8 liters of Tellus MX 22 was released. The failed seal did not result in any damage to subsea equipment or client assets.,Substances  - Hazardous liquids (exposure to / spill / loss of containment /pollution),Financial Impact - 1. No impact on entity/asset figures,Financial Impact,Vessel / Yards,0.073170731707317,3.0,41.0,"[{""entity_type"": ""LOCATION"", ""value"": ""USA"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""North America"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""Shell"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""ROOT_CAUSE_CATEGORY"", ""value"": ""Hazardous liquids (exposure to / spill / loss of containment /pollution)"", ""relation"": ""CATEGORIZED_AS""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""pipe lifting tool"", ""relation"": ""INVOLVED""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""Connector Subsea Solutions"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""CSS"", ""relation"": ""REPORTED_BY""}]"
701588,containment_loss,"The overload was caused due to an improvised connection between a tube and mango inside the channel at Highbay. The rear broke down and there was the disconnection of the line, causing the leakage of water at the site, within the area with the container, overloading the industrial waste tank of the assembly and test area. To contain the immediate overload was made the mango connection again to prevent the arrival of more water and was requested a vacuum path for drainage of the effluent.",Substances  - Hazardous liquids (exposure to / spill / loss of containment /pollution),Environment - 2. Limited Impact,Environment,HSE,0.0588235294117647,5.0,85.0,"[{""entity_type"": ""LOCATION"", ""value"": ""Fassub Industrial Plant"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Rio de Janeiro"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Brazil"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""South America"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""TECHNIPFMC"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""ROOT_CAUSE_CATEGORY"", ""value"": ""Hazardous liquids (exposure to / spill / loss of containment /pollution)"", ""relation"": ""CATEGORIZED_AS""}, {""entity_type"": ""LOCATION"", ""value"": ""High Bay"", ""relation"": ""OCCURRED_AT""}]"
10175,containment_loss,It was observed that the ground surface where the Kenworth truck was parked appeared saturated with oil. Closer observation revealed that the fuel filter had malfunctioned resulting in the fuel leaking into the ground surface.,Hazardous liquids (exposure to / spill / loss of containment /pollution),2 - Minor,Environment,Vessel / Yards-Warehouse,0.0571428571428571,2.0,35.0,"[{""entity_type"": ""LOCATION"", ""value"": ""Guyana Service Base"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Georgetown"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Guyana"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""South America"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""TECHNIPFMC"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""ROOT_CAUSE_CATEGORY"", ""value"": ""Hazardous liquids (exposure to / spill / loss of containment /pollution)"", ""relation"": ""CATEGORIZED_AS""}, {""entity_type"": ""LOCATION"", ""value"": ""ground surface"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""fuel filter"", ""relation"": ""INVOLVED""}]"
578192,containment_loss,"0626hrs while conducting NAP14 annulus unloading operations, Baker Hughes reported that one of the N2 tanks on the back deck of Skandi Vinland had failed._x000D_ The failure consisted of a section of the outer shell of the N2 tank (the tanks have outer and inner shells) collapsing, leaving a large hole (approx 0.5m x 0.5m). Operators in the vicinity of the tank reported hearing a loud ‘pop’ and that the tank shell had collapsed in on itself._x000D_ It is believed that the exhaust from a neighboring tank could have been intermittently discharging small quantities of liquid N2 onto the outer shell of the tank, causing it to become brittle. As the annulus between the two shells is a vacuum, it is understood that the vacuum caused the brittle steel to fail._x000D_ To confirm, no personnel were injured and no liquid nitrogen was released due to the failure of the outer shell.",Substances  - Hazardous liquids (exposure to / spill / loss of containment /pollution),Environment - 1. Minimal Impact,Environment,Operations,0.0529801324503311,8.0,151.0,"[{""entity_type"": ""LOCATION"", ""value"": ""Kelsey Drive Building"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""St. John's"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Canada"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""North America"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""HUSKY ENERGY (EAST COAST OPERATIONS)"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""ROOT_CAUSE_CATEGORY"", ""value"": ""Hazardous liquids (exposure to / spill / loss of containment /pollution)"", ""relation"": ""CATEGORIZED_AS""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""BAKER HUGHES"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""N2 tanks"", ""relation"": ""INVOLVED""}, {""entity_type"": ""LOCATION"", ""value"": ""Skandi Vinland"", ""relation"": ""OCCURRED_AT""}]"
615745,containment_loss,"Due to an operational failure occurred in the water and oil separator box (SAO) of the Desparafine area, there was a leakage of approximately 30 liters of oil water, coming to the Victory Bay._x000D_ Immediately the Individual Emergency Plan of the Flexibrás Terminal was activated.",Substances  - Hazardous liquids (exposure to / spill / loss of containment /pollution),Environment - 1. Minimal Impact,Environment,Support Service,0.0444444444444444,2.0,45.0,"[{""entity_type"": ""LOCATION"", ""value"": ""Vitoria Logistics Base"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Vitoria"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Brazil"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""South America"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""TECHNIPFMC"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""ROOT_CAUSE_CATEGORY"", ""value"": ""Hazardous liquids (exposure to / spill / loss of containment /pollution)"", ""relation"": ""CATEGORIZED_AS""}, {""entity_type"": ""LOCATION"", ""value"": ""Desparafine area"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Victory Bay"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""Flexibr\u00e1s Terminal"", ""relation"": ""REPORTED_BY""}]"
698269,containment_loss,"While re-starting the DG after fueling after various attempts to give the command to DG control panel, it got malfunctioned. The generator kept cranking several times due to malfunctioning and ended up erupting heavy smoke out of it. Immediately the electrician took off the battery connections to DG , which finally stopped the engine and stop the smoke coming out of it._x000D_ No Damage / No Injuries sustained.","Substances  - Hazardous gases, vapours, aerosols (exposure to / spill / loss of containment /pollution)",Financial Impact - 2. Minor impact on entity/asset figures,Financial Impact,Construction - Installation,0.0441176470588235,3.0,68.0,"[{""entity_type"": ""LOCATION"", ""value"": ""Bahrain"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Middle East"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""THE BAHRAIN PETROLEUM COMPANY BSC"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""ROOT_CAUSE_CATEGORY"", ""value"": ""Hazardous gases, vapours, aerosols (exposure to / spill / loss of containment /pollution)"", ""relation"": ""CATEGORIZED_AS""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""generator"", ""relation"": ""INVOLVED""}]"
688554,containment_loss,Track hoe was traveling in the stalk rack to get in to position for spooling operations.  While traveling there was a hydraulic failure causing approximately 5 gallons of fluid to come in contact with the ground.  The operator immediately shutdown the unit when notified of the leak.  The equipment was only traveling and was not carrying a load at the time of the failure. Maintenance called and spill pads immediately placed under the unit till the leak could be caped. No potential for injury or exposure due to no personnel in the area.,Substances  - Hazardous liquids (exposure to / spill / loss of containment /pollution),Environment - 1. Minimal Impact,Environment,Yard - Spool Base Fabrication,0.043010752688172,4.0,93.0,"[{""entity_type"": ""LOCATION"", ""value"": ""Theodore Spoolbase"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Theodore"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""USA"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""North America"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""Shell"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""ROOT_CAUSE_CATEGORY"", ""value"": ""Hazardous liquids (exposure to / spill / loss of containment /pollution)"", ""relation"": ""CATEGORIZED_AS""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""track hoe"", ""relation"": ""INVOLVED""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""Maintenance"", ""relation"": ""REPORTED_BY""}]"
567597,containment_loss,"Leakage of hydraulic oil in 250MT crane, due to burst flexible hose. The leaked oil was contained on deck and in crane._x000D_ A hydraulic leakage occurred in the main 250Ton crane, due to the breakdown of a flexible crane. The leakage was contained in the crane and crane.",Substances  - Hazardous liquids (exposure to / spill / loss of containment /pollution),Environment - 1. Minimal Impact,Environment,Flexible Pipe Installation,0.0416666666666666,2.0,48.0,"[{""entity_type"": ""LOCATION"", ""value"": ""Top Coral Do Atlantico (PLSV1)"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Rio de Janeiro"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Brazil"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""South America"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""PETROBRAS"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""ROOT_CAUSE_CATEGORY"", ""value"": ""Hazardous liquids (exposure to / spill / loss of containment /pollution)"", ""relation"": ""CATEGORIZED_AS""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""crane"", ""relation"": ""INVOLVED""}, {""entity_type"": ""LOCATION"", ""value"": ""deck"", ""relation"": ""OCCURRED_AT""}]"
740643,containment_loss,"During Subsea operations a release of fluid was noticed on the Pipe Lifting Tool #3 owned by Connector Subsea Solutions (CSS). Approximately 0.25 liters of Tellus MX 22 was released. The release of fluid, and subsequent tool failure, did not result in any damage to subsea equipment or client assets.",Substances  - Hazardous liquids (exposure to / spill / loss of containment /pollution),Financial Impact - 1. No impact on entity/asset figures,Financial Impact,Vessel / Yards,0.04,2.0,50.0,"[{""entity_type"": ""LOCATION"", ""value"": ""USA"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""North America"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""Shell"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""ROOT_CAUSE_CATEGORY"", ""value"": ""Hazardous liquids (exposure to / spill / loss of containment /pollution)"", ""relation"": ""CATEGORIZED_AS""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""pipe lifting tool"", ""relation"": ""INVOLVED""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""Connector Subsea Solutions"", ""relation"": ""REPORTED_BY""}]"
740644,containment_loss,During Subsea operations a release of fluid was noticed on the Pipe LIfting Tool #2 owned by Connector Subsea Solutions (CSS).  Approximately .75 liters of Tellus MX 22 was released.  The release of fluid and failure of the tool did not result in any damage to subsea equipment or client assets.,Substances  - Hazardous liquids (exposure to / spill / loss of containment /pollution),Financial Impact - 1. No impact on entity/asset figures,Financial Impact,Vessel / Yards,0.0392156862745098,2.0,51.0,"[{""entity_type"": ""LOCATION"", ""value"": ""USA"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""North America"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""Shell"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""ROOT_CAUSE_CATEGORY"", ""value"": ""Hazardous liquids (exposure to / spill / loss of containment /pollution)"", ""relation"": ""CATEGORIZED_AS""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""pipe lifting tool"", ""relation"": ""INVOLVED""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""Connector Subsea Solutions"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""Tellus MX 22"", ""relation"": ""INVOLVED""}]"
538807,containment_loss,"While doing Hydraulic oil flushing activity of 411B skid and it was connected with line along with flexible line for recirculating the oil. During the process when the motor was started the two inch line disconnected due to improper fixing of clamp on hose junction point, resulted splash of oil at surroundings.",Substances  - Hazardous liquids (exposure to / spill / loss of containment /pollution),Environment - 1. Minimal Impact,Environment,Construction - Installation,0.0384615384615384,2.0,52.0,"[{""entity_type"": ""LOCATION"", ""value"": ""Mangalore"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""India"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""India"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""JBF PETROCHEMICALS LIMITED"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""ROOT_CAUSE_CATEGORY"", ""value"": ""Hazardous liquids (exposure to / spill / loss of containment /pollution)"", ""relation"": ""CATEGORIZED_AS""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""411B skid"", ""relation"": ""INVOLVED""}, {""entity_type"": ""LOCATION"", ""value"": ""surroundings"", ""relation"": ""OCCURRED_AT""}]"
521519,containment_loss,"On 19th December at 09:45, a truck was carrying materials from Jetty to the Kaombo storage area. The truck failed to ascend the slope coming from the Jetty, the driver tried three times but the truck didn't have capacity to ascend the slope. The truck driver contacted OPS team leader to provide an Excavator CAT 385C to provide support and pull the truck. In the process of pulling the truck, one of the Excavator Hydraulic hoses burst causing a leakage of approximately 20 liters of hydraulic oil to the ground. A lack of communication between the excavator operator and the truck driver, neither of them had radios, caused the excavator to start pulling the truck while the truck brakes were still ""ON"". This situation caused an overload of pressure in the excavator hydraulic system eventually leading to burst a hose.",Substances  - Hazardous liquids (exposure to / spill / loss of containment /pollution),Environment - 1. Minimal Impact,Environment,Spoolbase Operations,0.0357142857142857,5.0,140.0,"[{""entity_type"": ""LOCATION"", ""value"": ""Luanda Service Base"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Luanda"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Angola"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Africa"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""ANGOFLEX INDUSTRIAL LIMITADA"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""ROOT_CAUSE_CATEGORY"", ""value"": ""Hazardous liquids (exposure to / spill / loss of containment /pollution)"", ""relation"": ""CATEGORIZED_AS""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""truck"", ""relation"": ""INVOLVED""}, {""entity_type"": ""LOCATION"", ""value"": ""Jetty"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Kaombo storage area"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""OPS team leader"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""Excavator CAT 385C"", ""relation"": ""INVOLVED""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""excavator"", ""relation"": ""INVOLVED""}]"
512639,containment_loss,"Background:_x000D_ The Deep Orient is conducting Subsea Installation operations on the Prelude OIC2. On 08/10/2016 ROV XLX74 experienced an incident where the Forward Port Lateral Thruster Hydraulic Hose B2 ruptured during subsea operations causing loss of power to the thrusters and 3ltes of hydraulic oil to be lost to the sea (Synergi report 511732 refers). Another hose failure of the same hydraulic hose occurred on XLX 75 on 10/10/2016 (Synergi no.511956 refers). In both incidents the cause has been suspected as due to poor routing of the hydraulic hose on the vehicle which is causing the hose to rupture internally._x000D_ _x000D_ Environmental Conditions:_x000D_ Vessel maintaining position with good visibility at night, calm sea with significant wave height of 0.5m. Wind speed 4KN. Subsea visibility conditions were workable with a current of 1.7KN on the surface DP desk monitor. _x000D_ _x000D_ Task / Actions Leading up to the Incident:_x000D_ ROV XLX75 had completed disconnection of brace rigging on MJ1. The ROV was then in preparation to commence connecting tagging rigging to brace._x000D_ _x000D_ Incident/Initial findings:_x000D_ At 19:10 at depth of 50m during operations to initiate Tag lines to Spreader bar for recovery to surface, the current at the working depth had increased which was hampering ROV XLX 75 ability to maintain required position/station to conduct works. _x000D_ Whilst trying to maintain station at the worksite and keep the ROV in a safe position the ROV had to be operated at 100% joystick control and full system pressure. _x000D_ During these manoeuvres the Port Aft (Lower) Lateral Thruster Hose ruptured and failed._x000D_ At time of hose failure the works had been suspended due to an unexpected excessive current, spreader was then lowered to 100m to check conditions, current improving.._x000D_ ROV XLX75 team made preparations to return defective sub to TMS, conditions at 50m not suitable to recover ROV to TMS, lowered TMS to 170m effecting safe recovery of ROV; ROV XLX on deck 19:44_x000D_ _x000D_ It is estimated that approx. 3 litres of T32 hydraulic oil was discharged from the vehicle into the sea during the event._x000D_ _x000D_ The immediate cause of the loss of hydraulic oil has been determined as a Port Aft (Lower) Lateral Thruster Hose failure._x000D_ _x000D_ It has been identified that the hydraulic hose has failed in the same area as 2 previous incidents which has further confirmed a routing issue with the hoses._x000D_ _x000D_ The hydraulic hose used on both vehicles is a Parker 471 ST Hydraulic Hose with 2-wire braided compact construction See details below._x000D_ _x000D_ Evidence of planned maintenance and pre-dive checks have identified that there were no externally visual signs of wear, deformity or damage to the hose._x000D_ _x000D_ RIS Regional Manager TMOS/Subsea Operations APAC has been advised of all incidents.",Substances  - Hazardous liquids (exposure to / spill / loss of containment /pollution),Environment - 1. Minimal Impact,Environment,ROV Operations,0.0350109409190372,16.0,457.0,"[{""entity_type"": ""LOCATION"", ""value"": ""Deep Orient"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Aberdeen"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""UK"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Europe"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""SHELL AUSTRALIA PTY LTD"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""ROOT_CAUSE_CATEGORY"", ""value"": ""Hazardous liquids (exposure to / spill / loss of containment /pollution)"", ""relation"": ""CATEGORIZED_AS""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""The Deep orient"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""ROV XLX74"", ""relation"": ""INVOLVED""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""Synergi"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""ROV XLX94"", ""relation"": ""INVOLVED""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""Port Aft (Lower) Lateral Thruster Hose"", ""relation"": ""INVOLVED""}, {""entity_type"": ""LOCATION"", ""value"": ""TMS"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""Parker 471 ST Hydraulic Hose"", ""relation"": ""INVOLVED""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""TMOS/Subsea Operations APAC"", ""relation"": ""REPORTED_BY""}]"
17551,containment_loss,"In connection with activities in hall D, there was some oil spillage (20L) on the floor. That's because someone forgot to close the return valve on the HPU. The return hose was then placed in a 10-litre bucket, which then became full and overflowed. This is because of the siphoned effect. This mess has happened throughout the night.",Hazardous liquids (exposure to / spill / loss of containment /pollution),1 - Negligible,Environment,Support Service-HSE,0.0344827586206896,2.0,58.0,"[{""entity_type"": ""LOCATION"", ""value"": ""Horten Facility"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Horten"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Norway"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Europe"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""TOTAL E&P NORGE AS"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""ROOT_CAUSE_CATEGORY"", ""value"": ""Hazardous liquids (exposure to / spill / loss of containment /pollution)"", ""relation"": ""CATEGORIZED_AS""}, {""entity_type"": ""LOCATION"", ""value"": ""hall D"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""return valve"", ""relation"": ""INVOLVED""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""HPU"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""return hose"", ""relation"": ""INVOLVED""}]"
666338,high_causal_any,"We had an ESD shut down due to a HiHi level that triggered an ESD shut in.  The ESD failed to close and caused the PRV to activate.  No injuries, spills, or damage to equipment occurred due to the PRV operating properly.",Mechanical - Equipment condition,Environment - 3. Adverse Impact,Environment,Vessel / Yards,0.119047619047619,5.0,42.0,"[{""entity_type"": ""LOCATION"", ""value"": ""Minot Service Base"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Minot"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""USA"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""North America"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""CONOCOPHILLIPS"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""ROOT_CAUSE_CATEGORY"", ""value"": ""Equipment condition"", ""relation"": ""CATEGORIZED_AS""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""ESD"", ""relation"": ""INVOLVED""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""PRV"", ""relation"": ""INVOLVED""}, {""entity_type"": ""INJURY_TYPE"", ""value"": ""injuries"", ""relation"": ""RESULTED_IN""}, {""entity_type"": ""INJURY_TYPE"", ""value"": ""spills"", ""relation"": ""RESULTED_IN""}]"
516010,high_causal_any,"During manually shifting of portable scaffold (1.5MX1M) by four number of manpower, due to uneven surface and unbalancing it was tilted on ground._x000D_ No injury/ property damage caused due to the incident.",Ergonomics - Manual handling,Injury - 2. Medical Treatment Injury / Restricted Work Case / Loss of Consciousness,Injury,Site Civil & Structural,0.09375,3.0,32.0,"[{""entity_type"": ""LOCATION"", ""value"": ""Amalapuram"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""India"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""India"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""OIL AND NATURAL GAS CORP.LTD"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""ROOT_CAUSE_CATEGORY"", ""value"": ""Manual handling"", ""relation"": ""CATEGORIZED_AS""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""portable scaffold"", ""relation"": ""INVOLVED""}, {""entity_type"": ""LOCATION"", ""value"": ""ground"", ""relation"": ""OCCURRED_AT""}]"
577267,high_causal_any,"On 16.03.2018, approximately at 1:15 am operator notice Under roller at take up Sp17 suddenly stop. Failure alarm triggered at under roller and cause the machine automatically stop. Further inspection by operator found harting cable was damage due to stuck underneath of under roller.",Basic Organisational - Equipment Suitability,Financial Impact - 2. Minor impact on entity/asset figures,Financial Impact,Profiling,0.0909090909090909,4.0,44.0,"[{""entity_type"": ""LOCATION"", ""value"": ""Asiaflex Products"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Johor Bahru"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Malaysia"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Asia Pacific"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""ASIAFLEX PRODUCTS SDN. BHD."", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""ROOT_CAUSE_CATEGORY"", ""value"": ""Equipment Suitability"", ""relation"": ""CATEGORIZED_AS""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""Under roller"", ""relation"": ""INVOLVED""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""harting cable"", ""relation"": ""INVOLVED""}]"
