record_no,stratum,narrative,case_categorization,severity,impact_type,work_process,causal_density,causal_matches,token_count,existing_entities,caused_by_1_cause,caused_by_1_evidence,caused_by_1_confidence,caused_by_2_cause,caused_by_2_evidence,caused_by_2_confidence,contributed_to_1_factor,contributed_to_1_evidence,contributed_to_1_confidence,contributed_to_2_factor,contributed_to_2_evidence,contributed_to_2_confidence,led_to_1_event,led_to_1_outcome,led_to_1_evidence,led_to_1_confidence,led_to_2_event,led_to_2_outcome,led_to_2_evidence,led_to_2_confidence,led_to_3_event,led_to_3_outcome,led_to_3_evidence,led_to_3_confidence,annotator_notes,annotator_id
11875,dropped_objects,"Forklift operator went to lift a 1m x 1m pallet in the yard, after elevating the pallet and reversing the forklift the pallet has collapsed causing components to fall to the ground.",Stored energy (dropped objects),2 - Minor,Damage - Financial impact,Construction - Installation-Site Material Handling And Storage,0.0625,2.0,32.0,"[{""entity_type"": ""LOCATION"", ""value"": ""Dunfermline Manufacturing"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Dunfermline"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""UK"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Europe"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""FMC DUNFERMLINE SUBSEA PDT A"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""ROOT_CAUSE_CATEGORY"", ""value"": ""Stored energy (dropped objects)"", ""relation"": ""CATEGORIZED_AS""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""forklift"", ""relation"": ""INVOLVED""}, {""entity_type"": ""LOCATION"", ""value"": ""yard"", ""relation"": ""OCCURRED_AT""}]",Pallet collapsed while being elevated and moved by forklift,after elevating the pallet and reversing the forklift the pallet has collapsed causing components to fall to the ground,MEDIUM,,,,,,,,,,Pallet collapsed during forklift reversal,Components on the pallet fell to the ground,the pallet has collapsed causing components to fall to the ground,HIGH,,,,,,,,,"Narrative uses explicit causal language ('causing') for the pallet collapse leading to dropped components. However, the root cause of the pallet collapse itself is not stated — it is only implied by the sequence of events (elevation + reversal). CAUSED_BY confidence is MEDIUM because no failure mechanism is named for the collapse.",claude-sonnet-4-6
509292,dropped_objects,"During lifting of an AG5 grinding machine (2.1 Kg) from the elevated scaffold platform with the help of 15mm rope (PP Type), machine got slipped and fell over the ground from a height of approx. 1.5 Mtr due to improper tying-off the grinding machine. _x000D_ _x000D_ The area underneath was soft barricaded and the Rigger was available nearby to control the unauthorized personnel entry. _x000D_ No injury/ property damage caused due to the incident.",Mechanical - Stored energy (dropped objects),Injury - 2. Medical Treatment Injury / Restricted Work Case / Loss of Consciousness,Injury,Site Material Handling And Storage,0.05405405405405406,4.0,74.0,"[{""entity_type"": ""LOCATION"", ""value"": ""Cochin"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""India"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""India"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""AIR PRODUCTS"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""ROOT_CAUSE_CATEGORY"", ""value"": ""Stored energy (dropped objects)"", ""relation"": ""CATEGORIZED_AS""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""AG5 grinding machine"", ""relation"": ""INVOLVED""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""grinding machine"", ""relation"": ""INVOLVED""}]",Improper tying-off of the grinding machine to the rope during lifting,due to improper tying-off the grinding machine,HIGH,,,,Use of a PP-type rope (15mm) for overhead lifting of the machine,lifted ... with the help of 15mm rope (PP Type),MEDIUM,,,,Grinding machine improperly secured to rope,Machine slipped free from the rope during lift,machine got slipped,HIGH,Machine slipped free at height of approx. 1.5 m,Machine fell to the ground,fell over the ground from a height of approx. 1.5 Mtr,HIGH,,,,,Explicit causal language 'due to' identifies the proximate cause. The rope type is noted as a contributing factor (MEDIUM) because the narrative mentions it but does not explicitly blame the rope — the improper tying is the stated cause. No injury/damage per narrative.,claude-sonnet-4-6
570478,dropped_objects,"GeoSkid 210131 pressure test failure. FMC Tech was three minutes into a twenty minute hydrostatic pressure test @ 10K CWP on GeoSkid 210131 when component separation occurred. GeoSkid was confined in an enclosed Test Cell, no personnel injury occurred. Root Cause appears to be worn Line Pipe threads. Please see pictures below, along with test chart.","Mechanical - Stored energy (pressure, tension)",Reputation - 1. Negligible - No impact,Reputation,Testing,0.05357142857142857,3.0,56.0,"[{""entity_type"": ""LOCATION"", ""value"": ""Broussard Service Base"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Broussard"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""USA"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""North America"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""HALLIBURTON"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""ROOT_CAUSE_CATEGORY"", ""value"": ""Stored energy (pressure, tension)"", ""relation"": ""CATEGORIZED_AS""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""GeoSkid"", ""relation"": ""INVOLVED""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""FMC Tech"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""LOCATION"", ""value"": ""Test Cell"", ""relation"": ""OCCURRED_AT""}]",Worn line pipe threads leading to component separation during hydrostatic pressure test,Root Cause appears to be worn Line Pipe threads,HIGH,,,,,,,,,,Worn line pipe threads present on GeoSkid under pressure test at 10K CWP,Component separation occurred,component separation occurred,HIGH,,,,,,,,,Root cause is explicitly stated by the reporter ('Root Cause appears to be'). The qualifier 'appears to be' introduces slight uncertainty but still warrants HIGH confidence given the explicit root cause language. Pressure test failure is the incident; component separation is the immediate consequence.,claude-sonnet-4-6
504664,dropped_objects,"While a crew remove the moisture on the panel, Panel encloser gland metal sheet (Size 620mmX2mmX100mm) fall from height (2.5 meter) through gap between GIS panel and cable cellar._x000D_ No injury/ property damage caused due to the incident.",Mechanical - Stored energy (dropped objects),Injury - 1. First Aid Care,Injury,Site Electrical,0.05263157894736842,2.0,38.0,"[{""entity_type"": ""LOCATION"", ""value"": ""Cochin"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""India"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""India"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""AIR PRODUCTS"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""ROOT_CAUSE_CATEGORY"", ""value"": ""Stored energy (dropped objects)"", ""relation"": ""CATEGORIZED_AS""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""Panel encloser gland"", ""relation"": ""INVOLVED""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""GIS"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""LOCATION"", ""value"": ""cable cellar"", ""relation"": ""OCCURRED_AT""}]",Panel enclosure gland metal sheet fell through a gap between the GIS panel and cable cellar,Panel encloser gland metal sheet (Size 620mmX2mmX100mm) fall from height (2.5 meter) through gap between GIS panel and cable cellar,MEDIUM,,,,Existence of a gap between the GIS panel and cable cellar creating a fall pathway,through gap between GIS panel and cable cellar,HIGH,,,,,,,,,,,,,,,,"The narrative does not state what caused the metal sheet to fall (e.g., it was dislodged by crew, was loose, etc.) — only that it fell through the gap during crew moisture-removal work. CAUSED_BY is MEDIUM because the fall is described but no proximate trigger (e.g., contact, vibration) is named. The gap is clearly the enabling condition (CONTRIBUTED_TO HIGH). No injury/damage per narrative.",claude-sonnet-4-6
15093,dropped_objects,"During handling of food containers in the quay side, shipyard crane had a failure resulting in an uncontrolled descent of the load which hit the corner of another parked container, thus tipping the food container on its side.",Uncontrolled moving objects/ parts (struck by other than machine parts and dropped objects),2 - Minor,Damage - Financial impact,Construction - Installation-Offshore Installation,0.05263157894736842,2.0,38.0,"[{""entity_type"": ""LOCATION"", ""value"": ""Skandi Vitoria"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Rio de Janeiro"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Brazil"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""South America"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""PETROBRAS"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""ROOT_CAUSE_CATEGORY"", ""value"": ""Uncontrolled moving objects/ parts (struck by other than machine parts and dropped objects)"", ""relation"": ""CATEGORIZED_AS""}, {""entity_type"": ""LOCATION"", ""value"": ""quayside"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""shipyard crane"", ""relation"": ""INVOLVED""}]",Shipyard crane failure during food container handling,shipyard crane had a failure resulting in an uncontrolled descent of the load,HIGH,,,,,,,,,,Crane failure caused uncontrolled descent of the food container,Descending load struck the corner of a parked container,uncontrolled descent of the load which hit the corner of another parked container,HIGH,Load struck corner of parked container,Food container tipped onto its side,thus tipping the food container on its side,HIGH,,,,,"Clear sequential causal chain with explicit causal language ('resulting in', 'which hit', 'thus tipping'). The specific mode of crane failure is not described in the narrative — only that a failure occurred. LED_TO captures the full post-failure chain.",claude-sonnet-4-6
672972,dropped_objects,A third Party winch truck operator was attempting to load a sand can onto the truck. He connected his yoke to the skid properly but when he pulled forward to straighten his cable he failed to put his winch line in neutral causing the cable to pull on the skid which caused the sand can to fall over.,Mechanical - Stored energy (dropped objects),Financial Impact - 3. Significant impact on entity/asset figures. Likely impact on (R)BU/GBU figures,Financial Impact,Support Service,0.05172413793103448,3.0,58.0,"[{""entity_type"": ""LOCATION"", ""value"": ""Minot Service Base"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Minot"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""USA"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""North America"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""CONOCOPHILLIPS"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""ROOT_CAUSE_CATEGORY"", ""value"": ""Stored energy (dropped objects)"", ""relation"": ""CATEGORIZED_AS""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""winch truck"", ""relation"": ""INVOLVED""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""sand can"", ""relation"": ""INVOLVED""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""yoke"", ""relation"": ""INVOLVED""}, {""entity_type"": ""BODY_PART"", ""value"": ""SKID"", ""relation"": ""AFFECTED""}]",Operator failed to put winch line in neutral before pulling forward,he failed to put his winch line in neutral causing the cable to pull on the skid which caused the sand can to fall over,HIGH,,,,,,,,,,Winch line not in neutral while truck pulled forward,Cable pulled on the skid,failed to put his winch line in neutral causing the cable to pull on the skid,HIGH,Cable pulled on the skid,Sand can fell over,the cable to pull on the skid which caused the sand can to fall over,HIGH,,,,,Clear 2-step causal chain. Operator error (failure to engage neutral) is the proximate cause. No CONTRIBUTED_TO factors explicitly stated in narrative.,claude-sonnet-4-6
577032,dropped_objects,"During transportation of two (2) Toe Preps, the 3rd Party Contract Driver had a near collision with another vehicle, resulting in the driver hard braking and swearing.  This action caused the load to shift damaging the equipment and trailer.",Mechanical - Uncontrolled moving objects/ parts (struck by other than machine parts and dropped objects),Injury - 5. Multiple Fatalities,Injury,Yards,0.05128205128205128,2.0,39.0,"[{""entity_type"": ""LOCATION"", ""value"": ""Odessa Service Base"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Odessa"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""USA"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""North America"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""TECHNIPFMC"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""ROOT_CAUSE_CATEGORY"", ""value"": ""Uncontrolled moving objects/ parts (struck by other than machine parts and dropped objects)"", ""relation"": ""CATEGORIZED_AS""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""Toe Preps"", ""relation"": ""INVOLVED""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""3rd Party Contract Driver"", ""relation"": ""REPORTED_BY""}]","Near collision with another vehicle prompted hard braking, which caused the load to shift","the 3rd Party Contract Driver had a near collision with another vehicle, resulting in the driver hard braking and swearing. This action caused the load to shift",HIGH,,,,,,,,,,Near collision caused driver to hard brake,"Load shifted, damaging equipment and trailer",resulting in the driver hard braking and swearing. This action caused the load to shift damaging the equipment and trailer,HIGH,,,,,,,,,"The near collision is the initiating event; hard braking is the direct mechanism. 'Swearing' is incidental and non-causal. No CONTRIBUTED_TO factors (e.g., load securement) are stated explicitly — not annotated per rules.",claude-sonnet-4-6
19594,dropped_objects,"While positioning an SFL Reel and Shipping Skid adjacent to an RDS, in preparation for loading the Reel into the RDS, the vessel rolled causing the load to swing into a wear pad mounted to one of the RDS guide plates. The contact between the RDS guide plate wear pad and the SFL Reel sheared the brass bolts that attached the pad to the structure and ejected the wear pad. The wear pad made light contact with a technician’s right upper thigh. who was standing approximately 12 ft away. No injuries were sustained, and first aid not required.",Uncontrolled moving objects/ parts (struck by other than machine parts and dropped objects),2 - Minor,Damage - Financial impact,Vessel / Yards-Marine Operations,0.05102040816326531,5.0,98.0,"[{""entity_type"": ""LOCATION"", ""value"": ""Guyana Service Base"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Georgetown"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Guyana"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""South America"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""TECHNIPFMC"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""ROOT_CAUSE_CATEGORY"", ""value"": ""Uncontrolled moving objects/ parts (struck by other than machine parts and dropped objects)"", ""relation"": ""CATEGORIZED_AS""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""SFL"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""Shipping skid"", ""relation"": ""INVOLVED""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""RDS"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""wear pad"", ""relation"": ""INVOLVED""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""SFL Reel"", ""relation"": ""INVOLVED""}, {""entity_type"": ""BODY_PART"", ""value"": ""right upper thigh"", ""relation"": ""AFFECTED""}]",Vessel rolling caused suspended load to swing and strike the RDS guide plate wear pad,the vessel rolled causing the load to swing into a wear pad mounted to one of the RDS guide plates,HIGH,,,,,,,,,,"Vessel rolled, load swung into wear pad",Contact between RDS guide plate wear pad and SFL Reel sheared the brass bolts attaching the pad,The contact between the RDS guide plate wear pad and the SFL Reel sheared the brass bolts that attached the pad to the structure,HIGH,Brass bolts sheared,Wear pad ejected and made contact with technician's right upper thigh,ejected the wear pad. The wear pad made light contact with a technician’s right upper thigh,HIGH,,,,,"Technician was ~12 ft away; no injury sustained. The vessel roll is the root triggering event. Brass bolt failure is an intermediate mechanical outcome, not an independent root cause — it is part of the led_to chain. No explicit contributing factors stated.",claude-sonnet-4-6
8914,dropped_objects,Cactus wellhead verified zero pressure before removing night cap from casing head. Backside pressure or improper landing caused pack off to release and fell out of casing head onto casing valves when cap was removed. Trapped pressure was released around night cap when they picked it up causing pressure release at wellhead employees stomach area. No one was hurt.,"Stored energy (pressure, tension)",1 - Negligible,Damage - Financial impact,Support Service-Wellhead preventive and corrective maintenance program at field,0.05084745762711865,3.0,59.0,"[{""entity_type"": ""LOCATION"", ""value"": ""Charleroi Speers Service Base"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Charleroi"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""USA"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""North America"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ROOT_CAUSE_CATEGORY"", ""value"": ""Stored energy (pressure, tension)"", ""relation"": ""CATEGORIZED_AS""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""Cactus wellhead"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""night cap"", ""relation"": ""INVOLVED""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""casing head"", ""relation"": ""INVOLVED""}, {""entity_type"": ""BODY_PART"", ""value"": ""stomach area"", ""relation"": ""AFFECTED""}, {""entity_type"": ""INJURY_TYPE"", ""value"": ""No one was hurt"", ""relation"": ""RESULTED_IN""}]",Backside pressure or improper landing caused pack-off to release and fall out of casing head,Backside pressure or improper landing caused pack off to release and fell out of casing head onto casing valves when cap was removed,MEDIUM,"Trapped pressure was released around the night cap when it was lifted, causing a pressure release at the wellhead",Trapped pressure was released around night cap when they picked it up causing pressure release at wellhead employees stomach area,HIGH,"Pressure verification indicated zero pressure but trapped pressure was present, suggesting the verification was incomplete or inaccurate",Cactus wellhead verified zero pressure before removing night cap from casing head,MEDIUM,,,,Night cap removed after apparent zero-pressure verification,Pack-off released and fell out of casing head onto casing valves,Backside pressure or improper landing caused pack off to release and fell out of casing head onto casing valves when cap was removed,MEDIUM,Night cap lifted by employee,Trapped pressure released at wellhead employee's stomach area,Trapped pressure was released around night cap when they picked it up causing pressure release at wellhead employees stomach area,HIGH,,,,,"Narrative offers two candidate root causes joined by 'or' — annotated both at MEDIUM since the true cause is uncertain. The zero-pressure verification finding is a contributing factor (verification false negative). Two distinct hazardous outcomes: (1) pack-off dropped object, (2) trapped pressure release. No injuries.",claude-sonnet-4-6
668846,dropped_objects,"Pressure testing was being conducted on a 9-5/8” TIW offline cement tool. During the hold time of the test, the part experience a catastrophic failure. A section of 9-5/8” L80 casing burst at 10,000 psi. The result of the ruptured part caused a section of blast shield to slide approximately three foot across the ground. No employees were injured.","Mechanical - Stored energy (pressure, tension)",Injury - 3. Lost Time Injury,Injury,Workshop Activities,0.05084745762711865,3.0,59.0,"[{""entity_type"": ""LOCATION"", ""value"": ""Odessa Service Base"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Odessa"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""USA"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""North America"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""TECHNIPFMC"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""ROOT_CAUSE_CATEGORY"", ""value"": ""Stored energy (pressure, tension)"", ""relation"": ""CATEGORIZED_AS""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""9-5/8\u201d TIW"", ""relation"": ""INVOLVED""}, {""entity_type"": ""LOCATION"", ""value"": ""ground"", ""relation"": ""OCCURRED_AT""}]","Catastrophic failure of the 9-5/8"" L80 casing section during pressure hold","the part experience a catastrophic failure. A section of 9-5/8” L80 casing burst at 10,000 psi",HIGH,,,,,,,,,,"Casing burst at 10,000 psi",Section of blast shield slid approximately three feet across the ground,The result of the ruptured part caused a section of blast shield to slide approximately three foot across the ground,HIGH,,,,,,,,,"Root cause of the casing failure (material defect, overpressure, etc.) is not stated in the narrative — only the failure event itself is described. Annotated the burst as the proximate cause of the blast shield displacement. No CONTRIBUTED_TO factors are stated explicitly.",claude-sonnet-4-6
24704,dropped_objects,"Team was attempting to remove Connector Reaction ring from the Outer Cylinder using a winch with a Dillon scale attached. The winch rope wrapped around the Outer Cylinder of the connector with the Reaction Ring stabilized in drain slots  with studs . While attempting to unthread the connector, the winch rope failed at approx.  8,000 ft. lbs. When the rope failed, it caused the Dillon scale to fall to the concrete. This fall caused damaged to the Dillon scale.","Stored energy (pressure, tension)",2 - Minor,Injury/Illness,Vessel / Yards-Workshop Activities,0.05063291139240506,4.0,79.0,"[{""entity_type"": ""LOCATION"", ""value"": ""Gremp Campus (Generation Park)"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Houston"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""USA"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""North America"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""Shell"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""ROOT_CAUSE_CATEGORY"", ""value"": ""Stored energy (pressure, tension)"", ""relation"": ""CATEGORIZED_AS""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""winch"", ""relation"": ""INVOLVED""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""Dillon scale"", ""relation"": ""INVOLVED""}]",Winch rope failed under load while attempting to unthread the connector,"the winch rope failed at approx. 8,000 ft. lbs.",HIGH,,,,,,,,,,Winch rope failed,Dillon scale fell to the concrete,"When the rope failed, it caused the Dillon scale to fall to the concrete",HIGH,Dillon scale fell to concrete,Dillon scale was damaged,This fall caused damaged to the Dillon scale,HIGH,,,,,"Reason for rope failure at ~8,000 ft-lbs not stated (could be overload or defect). The Reaction Ring being stabilized in drain slots with studs is contextual setup, not a contributing factor per the narrative. No injuries.",claude-sonnet-4-6
24332,dropped_objects,"Deep Orient at Sea in transit from AUS to Singapore.          During maintenance activities on the VLS tower – task VLS Tensioner Chains removal, rigging failed causing approx.13m length chain section to drop through the VLS tower onto the VLS table.",Uncontrolled moving objects/ parts (struck by other than machine parts and dropped objects),4 - Substantial,Injury/Illness,,0.05,2.0,40.0,"[{""entity_type"": ""LOCATION"", ""value"": ""Deep Orient"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Aberdeen"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""UK"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Europe"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""N/A - No Vendor"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""ROOT_CAUSE_CATEGORY"", ""value"": ""Uncontrolled moving objects/ parts (struck by other than machine parts and dropped objects)"", ""relation"": ""CATEGORIZED_AS""}, {""entity_type"": ""LOCATION"", ""value"": ""Deep Orient at Sea"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""AUS"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""LOCATION"", ""value"": ""Singapore"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""VLS"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""VLS Tensioner Chains"", ""relation"": ""INVOLVED""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""VLS tower"", ""relation"": ""INVOLVED""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""VLS table"", ""relation"": ""INVOLVED""}]",Rigging failure during VLS tensioner chain removal caused chain section to drop,rigging failed causing approx.13m length chain section to drop through the VLS tower onto the VLS table,HIGH,,,,,,,,,,Rigging failed,Approximately 13m chain section dropped through the VLS tower onto the VLS table,rigging failed causing approx.13m length chain section to drop through the VLS tower onto the VLS table,HIGH,,,,,,,,,"Very sparse narrative — only the outcome of rigging failure is described; no details on why rigging failed (defect, overload, improper rigging setup). No contributing factors stated. Single-step causal chain.",claude-sonnet-4-6
695298,dropped_objects,"At around 5:30 p.m. on 19/10/2020, during the cable delivery maneuver to the COXON TIDE rebooter, there was the collapse between the ships causing damage to the false edge of the LH PLáCIDO and without any damage report by the COXON TIDE.",Mechanical - Uncontrolled moving objects/ parts (struck by other than machine parts and dropped objects),Financial Impact - 2. Minor impact on entity/asset figures,Financial Impact,Marine Operations,0.047619047619047616,2.0,42.0,"[{""entity_type"": ""LOCATION"", ""value"": ""SSV LH Placido"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Rio de Janeiro"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Brazil"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""South America"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""PETROBRAS"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""ROOT_CAUSE_CATEGORY"", ""value"": ""Uncontrolled moving objects/ parts (struck by other than machine parts and dropped objects)"", ""relation"": ""CATEGORIZED_AS""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""COXON TIDE"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""LH PL\u00e1CIDO"", ""relation"": ""INVOLVED""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""COXON TIDE"", ""relation"": ""INVOLVED""}]",Collision between the two ships during cable delivery maneuver,there was the collapse between the ships causing damage to the false edge of the LH PLáCIDO,HIGH,,,,,,,,,,,,,,,,,,,,,,Narrative is very sparse and appears to be a translation (Portuguese to English). 'Collapse between the ships' interpreted as a ship-to-ship collision. No causal factors explaining why the collision occurred are stated. No LED_TO chain — only the collision and its direct damage outcome are described. No injuries reported.,claude-sonnet-4-6
684504,dropped_objects,"While attempting to move a flow test metal skid with forklift, the moving skid caught a recycle container staged next to the build and causing the container to move and strike the building.  The incident caused a hole in the buildings exterior.",Mechanical - Uncontrolled moving objects/ parts (struck by other than machine parts and dropped objects),Financial Impact - 2. Minor impact on entity/asset figures,Financial Impact,Vessel / Yards,0.047619047619047616,2.0,42.0,"[{""entity_type"": ""LOCATION"", ""value"": ""Minot Service Base"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Minot"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""USA"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""North America"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""TECHNIPFMC"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""ROOT_CAUSE_CATEGORY"", ""value"": ""Uncontrolled moving objects/ parts (struck by other than machine parts and dropped objects)"", ""relation"": ""CATEGORIZED_AS""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""forklift"", ""relation"": ""INVOLVED""}]",Moving skid (being relocated by forklift) caught a recycle container staged nearby,the moving skid caught a recycle container staged next to the build and causing the container to move and strike the building,HIGH,,,,Recycle container was staged in close proximity to the path of the moving skid,a recycle container staged next to the build,MEDIUM,,,,Moving skid caught the recycle container,Container moved and struck the building,the moving skid caught a recycle container staged next to the build and causing the container to move and strike the building,HIGH,Container struck the building,Hole created in the building's exterior,The incident caused a hole in the buildings exterior,HIGH,,,,,Container placement next to the work area is a contributing factor (would not have been struck if not staged nearby). No personal injuries reported.,claude-sonnet-4-6
